maxFacesNumber,maxRefLevel,init_cpu_s,init_wall_hms,cycle1_cpu_s,cycle1_wall_hms,cycle2_cpu_s,cycle2_wall_hms,note,Total_CPU,,isMin
13,12,0.855058,00:00:00,497.976379,00:08:17,528.453082,00:08:48,,1027.284519,,0
13,14,1.041711,00:00:01,489.618161,00:08:09,527.517535,00:08:47,,1018.177407,,0
13,16,1.248546,00:00:01,517.603067,00:08:37,550.993705,00:09:10,,1069.845318,,0
13,18,1.435483,00:00:01,503.024898,00:08:23,533.357175,00:08:53,,1037.817556,,0
13,20,1.63226,00:00:01,513.892944,00:08:33,549.227621,00:09:09,,1064.752825,,0
13,22,1.832885,00:00:01,516.035961,00:08:36,544.122863,00:09:04,,1061.991709,,0
13,24,2.011837,00:00:02,499.69434,00:08:19,532.987681,00:08:52,,1034.693858,,0
15,2,0.036226,00:00:00,1517.251683,00:25:17,1550.497062,00:25:50,,3067.784971,,0
15,4,0.067067,00:00:00,543.172402,00:09:03,577.629693,00:09:37,,1120.869162,,0
15,6,0.251614,00:00:00,494.606891,00:08:14,529.41867,00:08:49,,1024.277175,,0
15,8,0.460128,00:00:00,497.237408,00:08:17,537.63418,00:08:57,,1035.331716,,0
15,10,0.66483,00:00:00,499.291456,00:08:19,534.405165,00:08:54,,1034.361451,,0
15,12,0.853299,00:00:00,510.577252,00:08:30,543.809258,00:09:03,,1055.239809,,0
15,14,1.052937,00:00:01,507.663059,00:08:27,533.66737,00:08:53,,1042.383366,,0
15,16,1.237616,00:00:01,503.978804,00:08:23,536.503856,00:08:56,,1041.720276,,0
15,18,1.434721,00:00:01,520.51822,00:08:40,551.178058,00:09:11,,1073.130999,,0
15,20,1.64605,00:00:01,496.690537,00:08:16,531.303505,00:08:51,,1029.640092,,0
15,22,1.828264,00:00:01,509.030427,00:08:29,538.113411,00:08:58,,1048.972102,,0
15,24,2.13262,00:00:02,497.229938,00:08:17,528.084948,00:08:48,,1027.447506,,0
17,2,0.036254,00:00:00,1534.293108,00:25:34,1576.086849,00:26:16,,3110.416211,,0
17,4,0.064967,00:00:00,532.009498,00:08:52,558.629833,00:09:18,,1090.704298,,0
17,6,0.252396,00:00:00,511.843726,00:08:31,546.582806,00:09:06,,1058.678928,,0
17,8,0.458241,00:00:00,504.657017,00:08:24,536.302834,00:08:56,,1041.418092,,0
17,10,0.657369,00:00:00,508.535135,00:08:28,537.524773,00:08:57,,1046.717277,,0
17,12,0.864198,00:00:00,502.579485,00:08:22,548.323252,00:09:08,,1051.766935,,0
17,14,1.046966,00:00:01,501.582993,00:08:21,536.133157,00:08:56,,1038.763116,,0
17,16,1.23943,00:00:01,507.573721,00:08:27,538.899181,00:08:58,,1047.712332,,0
17,18,1.438345,00:00:01,510.028713,00:08:30,535.451168,00:08:55,,1046.918226,,0
17,20,1.634828,00:00:01,517.358089,00:08:37,543.184738,00:09:03,,1062.177655,,0
17,22,1.820567,00:00:01,516.585844,00:08:36,548.30226,00:09:08,,1066.708671,,0
17,24,2.014835,00:00:02,505.85769,00:08:25,535.993542,00:08:55,,1043.866067,,0
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,min,,
,,,,,,,,,1006.956577,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
