maxFacesNumber,maxRefLevel,init_cpu_s,init_wall_hms,cycle1_cpu_s,cycle1_wall_hms,cycle2_cpu_s,cycle2_wall_hms,note,Total_CPU,,isMin
1,2,0.05327,00:00:00,3303.351969,00:55:03,3364.060899,00:56:04,,6667.466138,,0
1,4,0.116399,00:00:00,604.958304,00:10:05,638.721803,00:10:38,,1243.796506,,0
1,6,0.93146,00:00:00,486.342405,00:08:06,517.71188,00:08:37,,1004.985745,,0
1,8,1.789891,00:00:01,483.510158,00:08:03,514.381766,00:08:34,,999.681815,,0
1,10,2.668682,00:00:02,496.704544,00:08:16,529.070598,00:08:49,,1028.443824,,0
1,12,3.466463,00:00:03,492.145826,00:08:12,519.160134,00:08:39,,1014.772423,,0
1,14,4.325468,00:00:04,488.053032,00:08:08,527.383489,00:08:47,,1019.761989,,0
1,16,5.145842,00:00:05,495.490842,00:08:15,540.157373,00:09:00,,1040.794057,,0
1,18,5.99727,00:00:05,491.913461,00:08:11,526.111654,00:08:46,,1024.022385,,0
1,20,6.807977,00:00:06,493.60422,00:08:13,524.084588,00:08:44,,1024.496785,,0
1,22,7.585215,00:00:07,493.704106,00:08:13,529.596547,00:08:49,,1030.885868,,0
1,24,8.40595,00:00:08,484.059589,00:08:04,522.06482,00:08:42,,1014.530359,,0
4,2,0.050805,00:00:00,3178.350468,00:52:58,3224.955628,00:53:44,,6403.356901,,0
4,4,0.121529,00:00:00,628.765297,00:10:28,659.457066,00:10:59,,1288.343892,,0
4,6,0.928717,00:00:00,489.773655,00:08:09,517.2534,00:08:37,,1007.955772,,0
4,8,1.811474,00:00:01,501.301756,00:08:21,532.101941,00:08:52,,1035.215171,,0
4,10,2.639667,00:00:02,491.870092,00:08:11,529.445387,00:08:49,,1023.955146,,0
4,12,3.530817,00:00:03,507.108866,00:08:27,539.653472,00:08:59,,1050.293155,,0
4,14,4.283746,00:00:04,508.807779,00:08:28,537.506555,00:08:57,,1050.59808,,0
4,16,5.184893,00:00:05,511.717202,00:08:31,539.160611,00:08:59,,1056.062706,,0
4,18,5.974492,00:00:05,501.708608,00:08:21,538.348824,00:08:58,,1046.031924,,0
4,20,6.808405,00:00:06,492.34252,00:08:12,522.04633,00:08:42,,1021.197255,,0
4,22,7.666304,00:00:07,504.014812,00:08:24,528.966391,00:08:48,,1040.647507,,0
4,24,8.498744,00:00:08,488.13443,00:08:08,519.972885,00:08:39,,1016.606059,,0
7,2,0.050845,00:00:00,3296.203118,00:54:56,3332.148611,00:55:32,,6628.402574,,0
7,4,0.116913,00:00:00,610.672454,00:10:10,641.623668,00:10:41,,1252.413035,,0
7,6,0.925394,00:00:00,478.423041,00:07:58,510.045929,00:08:30,,989.394364,,0
7,8,1.811756,00:00:01,480.184012,00:08:00,509.142594,00:08:29,,991.138362,,0
7,10,2.645753,00:00:02,481.327856,00:08:01,524.95718,00:08:44,,1008.930789,,0
7,12,3.495593,00:00:03,480.760962,00:08:00,515.853839,00:08:35,,1000.110394,,0
7,14,4.333416,00:00:04,490.502079,00:08:10,521.180686,00:08:41,,1016.016181,,0
7,16,5.198084,00:00:05,496.46009,00:08:16,525.747565,00:08:45,,1027.405739,,0
7,18,5.970414,00:00:05,489.232509,00:08:09,522.667648,00:08:42,,1017.870571,,0
