maxFacesNumber,maxRefLevel,init_cpu_s,init_wall_hms,cycle1_cpu_s,cycle1_wall_hms,cycle2_cpu_s,cycle2_wall_hms,note,Total_CPU,,isMin
1,2,0.127975,00:00:00,3779.223735,01:02:59,3912.381263,01:05:12,,7691.732973,,0
1,4,0.176829,00:00:00,653.43556,00:10:53,683.905735,00:11:23,,1337.518124,,0
1,6,0.685065,00:00:00,522.268952,00:08:42,563.07403,00:09:23,,1086.028047,,0
1,8,1.504755,00:00:01,528.747467,00:08:48,570.102023,00:09:30,,1100.354245,,0
1,10,2.288017,00:00:02,527.431841,00:08:47,556.732362,00:09:16,,1086.45222,,0
1,12,3.054414,00:00:03,531.986371,00:08:52,579.374326,00:09:39,,1114.415111,,0
1,14,3.819107,00:00:03,534.514767,00:08:54,568.103838,00:09:28,,1106.437712,,0
1,16,4.567132,00:00:04,536.16821,00:08:56,565.103381,00:09:25,,1105.838723,,0
1,18,5.286741,00:00:05,525.944871,00:08:45,554.046815,00:09:14,,1085.278427,,0
1,20,6.034532,00:00:06,519.371106,00:08:39,548.486197,00:09:08,,1073.891835,,0
1,22,6.861728,00:00:06,545.957595,00:09:05,565.647378,00:09:25,,1118.466701,,0
1,24,7.645688,00:00:07,526.638861,00:08:46,545.813654,00:09:05,,1080.098203,,0
4,2,0.12488,00:00:00,3800.124626,01:03:20,3886.612577,01:04:46,,7686.862083,,0
4,4,0.181741,00:00:00,640.470303,00:10:40,670.696181,00:11:10,,1311.348225,,0
4,6,0.682741,00:00:00,531.950071,00:08:51,562.439192,00:09:22,,1095.072004,,0
4,8,1.506215,00:00:01,543.835724,00:09:03,573.519338,00:09:33,,1118.861277,,0
4,10,2.305418,00:00:02,544.207758,00:09:04,573.608935,00:09:33,,1120.122111,,0
4,12,3.074266,00:00:03,549.364859,00:09:09,583.33737,00:09:43,,1135.776495,,0
4,14,3.826119,00:00:03,533.181813,00:08:53,572.191284,00:09:32,,1109.199216,,0
4,16,4.607183,00:00:04,554.2445,00:09:14,593.734654,00:09:53,,1152.586337,,0
4,18,5.373421,00:00:05,568.548095,00:09:28,595.045757,00:09:55,,1168.967273,,0
4,20,6.121599,00:00:06,549.354733,00:09:09,578.760358,00:09:38,,1134.23669,,0
4,22,6.82374,00:00:06,547.959703,00:09:07,583.193278,00:09:43,,1137.976721,,0
4,24,7.585579,00:00:07,566.192771,00:09:26,600.926113,00:10:00,,1174.704463,,0
7,2,0.133535,00:00:00,3932.383159,01:05:32,3956.740616,01:05:56,,7889.25731,,0
7,4,0.18424,00:00:00,676.021963,00:11:16,691.843522,00:11:31,,1368.049725,,0
7,6,0.683998,00:00:00,543.658824,00:09:03,574.279865,00:09:34,,1118.622687,,0
7,8,1.50638,00:00:01,564.411667,00:09:24,589.103198,00:09:49,,1155.021245,,0
7,10,2.27326,00:00:02,550.444392,00:09:10,587.987497,00:09:47,,1140.705149,,0
7,12,3.111208,00:00:03,569.701511,00:09:29,592.400607,00:09:52,,1165.213326,,0
7,14,3.824136,00:00:03,560.428249,00:09:20,592.069136,00:09:52,,1156.321521,,0
7,16,4.599325,00:00:04,569.050595,00:09:29,605.807106,00:10:05,,1179.457026,,0
7,18,5.392501,00:00:05,552.805361,00:09:12,592.199178,00:09:52,,1150.39704,,0
7,20,6.136161,00:00:06,559.596539,00:09:19,593.555155,00:09:53,,1159.287855,,0
7,22,6.966446,00:00:06,586.816386,00:09:46,572.840521,00:09:32,,1166.623353,,0
7,24,7.631091,00:00:07,529.174026,00:08:49,575.491546,00:09:35,,1112.296663,,0
9,2,0.129018,00:00:00,3713.803864,01:01:53,3788.155243,01:03:08,,7502.088125,,0
9,4,0.178884,00:00:00,647.546615,00:10:47,689.833842,00:11:29,,1337.559341,,0
9,6,0.687768,00:00:00,514.627294,00:08:34,549.879246,00:09:09,,1065.194308,,1
9,8,1.500802,00:00:01,528.694425,00:08:48,558.888934,00:09:18,,1089.084161,,0
9,10,2.270964,00:00:02,521.946519,00:08:41,563.703397,00:09:23,,1087.92088,,0
9,12,3.044216,00:00:03,535.991711,00:08:55,564.399304,00:09:24,,1103.435231,,0
9,14,3.874661,00:00:03,528.526985,00:08:48,558.556221,00:09:18,,1090.957867,,0
9,16,4.559664,00:00:04,528.17736,00:08:48,557.879182,00:09:17,,1090.616206,,0
9,18,5.358332,00:00:05,538.747612,00:08:58,561.75114,00:09:21,,1105.857084,,0
9,20,6.0239,00:00:06,517.154983,00:08:37,554.028592,00:09:14,,1077.207475,,0
9,22,6.775151,00:00:06,531.347812,00:08:51,560.641448,00:09:20,,1098.764411,,0
9,24,7.572635,00:00:07,521.108761,00:08:41,552.700174,00:09:12,,1081.38157,,0
11,2,0.129276,00:00:00,3780.588042,01:03:00,3849.268424,01:04:09,,7629.985742,,0
11,4,0.179021,00:00:00,650.559356,00:10:50,690.690086,00:11:30,,1341.428463,,0
11,6,0.685649,00:00:00,559.780117,00:09:19,588.903329,00:09:48,,1149.369095,,0
11,8,1.50093,00:00:01,570.570654,00:09:30,599.199064,00:09:59,,1171.270648,,0
11,10,2.279741,00:00:02,559.153529,00:09:19,589.06494,00:09:49,,1150.49821,,0
11,12,3.066677,00:00:03,572.853418,00:09:32,607.201203,00:10:07,,1183.121298,,0
11,14,3.820598,00:00:03,580.617322,00:09:40,591.136577,00:09:51,,1175.574497,,0
11,16,4.552643,00:00:04,572.200978,00:09:32,606.507082,00:10:06,,1183.260703,,0
11,18,5.354021,00:00:05,565.38239,00:09:25,595.179214,00:09:55,,1165.915625,,0
11,20,6.096413,00:00:06,566.228406,00:09:26,598.701432,00:09:58,,1171.026251,,0
11,22,6.833211,00:00:06,570.21352,00:09:30,593.735371,00:09:53,,1170.782102,,0
11,24,7.5971,00:00:07,545.868713,00:09:05,581.021945,00:09:41,,1134.487758,,0
13,2,0.130239,00:00:00,3773.665819,01:02:53,3830.119985,01:03:50,,7603.916043,,0
13,4,0.17923,00:00:00,647.467423,00:10:47,686.802195,00:11:26,,1334.448848,,0
13,6,0.684378,00:00:00,539.374388,00:08:59,571.882154,00:09:31,,1111.94092,,0
13,8,1.50413,00:00:01,541.394266,00:09:01,565.829127,00:09:25,,1108.727523,,0
13,10,2.281185,00:00:02,540.84785,00:09:00,573.232561,00:09:33,,1116.361596,,0
13,12,3.061655,00:00:03,533.70664,00:08:53,566.959323,00:09:26,,1103.727618,,0
13,14,3.832845,00:00:03,539.105652,00:08:59,573.990415,00:09:33,,1116.928912,,0
13,16,4.548719,00:00:04,544.646679,00:09:04,578.394837,00:09:38,,1127.590235,,0
13,18,5.315121,00:00:05,564.90417,00:09:24,593.520433,00:09:53,,1163.739724,,0
13,20,6.080589,00:00:06,563.962174,00:09:23,594.87276,00:09:54,,1164.915523,,0
13,22,6.870713,00:00:06,577.503256,00:09:37,614.950447,00:10:14,,1199.324416,,0
13,24,7.621987,00:00:07,568.015797,00:09:28,602.481123,00:10:02,,1178.118907,,0
15,2,0.131816,00:00:00,3864.13627,01:04:24,3932.424314,01:05:32,,7796.6924,,0
15,4,0.181995,00:00:00,677.968279,00:11:17,712.442104,00:11:52,,1390.592378,,0
15,6,0.688252,00:00:00,555.178969,00:09:15,586.834783,00:09:46,,1142.702004,,0
15,8,1.510938,00:00:01,551.338259,00:09:11,585.746745,00:09:45,,1138.595942,,0
15,10,2.312735,00:00:02,552.586025,00:09:12,583.628482,00:09:43,,1138.527242,,0
15,12,3.053617,00:00:03,555.765991,00:09:15,587.275218,00:09:47,,1146.094826,,0
15,14,3.822901,00:00:03,547.544116,00:09:07,576.807501,00:09:36,,1128.174518,,0
15,16,4.569829,00:00:04,558.308407,00:09:18,585.743698,00:09:45,,1148.621934,,0
15,18,5.356942,00:00:05,547.506594,00:09:07,582.647887,00:09:42,,1135.511423,,0
15,20,6.080672,00:00:06,565.379559,00:09:25,609.728548,00:10:09,,1181.188779,,0
15,22,6.826459,00:00:06,575.515795,00:09:35,598.477398,00:09:58,,1180.819652,,0
15,24,7.596424,00:00:07,537.311829,00:08:57,568.694483,00:09:28,,1113.602736,,0
17,2,0.126554,00:00:00,3863.18943,01:04:23,3940.640324,01:05:40,,7803.956308,,0
17,4,0.182713,00:00:00,648.750332,00:10:48,692.085462,00:11:32,,1341.018507,,0
17,6,0.693453,00:00:00,562.242618,00:09:22,595.577742,00:09:55,,1158.513813,,0
17,8,1.513634,00:00:01,560.139165,00:09:20,591.099772,00:09:51,,1152.752571,,0
17,10,2.289264,00:00:02,558.064774,00:09:18,593.952408,00:09:53,,1154.306446,,0
17,12,3.062373,00:00:03,554.969636,00:09:14,597.936274,00:09:57,,1155.968283,,0
17,14,3.862951,00:00:03,562.092386,00:09:22,599.108622,00:09:59,,1165.063959,,0
17,16,4.591932,00:00:04,571.583929,00:09:31,603.589558,00:10:03,,1179.765419,,0
17,18,5.320427,00:00:05,570.694968,00:09:30,604.746955,00:10:04,,1180.76235,,0
17,20,6.075811,00:00:06,560.145418,00:09:20,586.816859,00:09:46,,1153.038088,,0
17,22,6.805865,00:00:06,556.143601,00:09:16,588.714361,00:09:48,,1151.663827,,0
17,24,7.56959,00:00:07,571.152441,00:09:31,603.316801,00:10:03,,1182.038832,,0
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,min,,
,,,,,,,,,1065.194308,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
