maxFacesNumber,maxRefLevel,init_cpu_s,init_wall_hms,cycle1_cpu_s,cycle1_wall_hms,cycle2_cpu_s,cycle2_wall_hms,note
9,14,0.085116,0:00:00,460.789036,0:07:40,495.264944,0:08:15,
9,16,0.09891799999999999,0:00:00,460.352397,0:07:40,488.520392,0:08:08,
9,18,0.11199899999999999,0:00:00,462.74242399999997,0:07:42,493.72828599999997,0:08:13,
9,20,0.125883,0:00:00,460.865177,0:07:40,504.429087,0:08:24,
9,22,0.140789,0:00:00,447.14506,0:07:27,479.56469699999997,0:07:59,
9,24,0.152294,0:00:00,466.569338,0:07:46,501.151811,0:08:21,
11,2,0.005207999999999999,0:00:00,616.607064,0:10:16,650.0320380000001,0:10:50,
11,4,0.014185,0:00:00,455.814487,0:07:35,486.030311,0:08:06,
11,6,0.030057,0:00:00,467.035855,0:07:47,500.24333600000006,0:08:20,
11,8,0.044647,0:00:00,450.49989,0:07:30,489.32534699999997,0:08:09,
11,10,0.058081,0:00:00,457.876579,0:07:37,490.293092,0:08:10,
11,12,0.072418,0:00:00,464.64577299999996,0:07:44,495.893673,0:08:15,
11,14,0.08494,0:00:00,450.092013,0:07:30,480.98777799999993,0:08:01,
11,16,0.09889699999999998,0:00:00,458.91711200000003,0:07:38,497.08695499999993,0:08:17,
11,18,0.11384999999999999,0:00:00,463.545032,0:07:43,495.202714,0:08:15,
11,20,0.125824,0:00:00,446.855707,0:07:26,484.21304899999996,0:08:04,
11,22,0.139012,0:00:00,448.837243,0:07:28,488.681412,0:08:08,
11,24,0.152457,0:00:00,454.47664399999996,0:07:34,483.1144289999999,0:08:03,
13,2,0.005307000000000001,0:00:00,626.078214,0:10:26,665.513697,0:11:05,
13,4,0.014301999999999999,0:00:00,460.153996,0:07:40,490.56260399999996,0:08:10,
13,6,0.030052,0:00:00,444.46172199999995,0:07:24,486.761594,0:08:06,
13,8,0.044697,0:00:00,452.240567,0:07:32,482.14667699999995,0:08:02,
13,10,0.057728999999999996,0:00:00,460.543184,0:07:40,494.032959,0:08:14,
13,12,0.071339,0:00:00,448.746072,0:07:28,490.999361,0:08:11,
13,14,0.085725,0:00:00,449.080512,0:07:29,496.091359,0:08:16,
13,16,0.098589,0:00:00,453.56264899999996,0:07:33,487.49306599999994,0:08:07,
13,18,0.11236099999999999,0:00:00,454.735239,0:07:34,498.42392200000006,0:08:18,
13,20,0.12647399999999998,0:00:00,458.87912,0:07:38,496.592204,0:08:16,
13,22,0.139155,0:00:00,464.805219,0:07:44,493.936038,0:08:13,
13,24,0.152738,0:00:00,456.26914200000004,0:07:36,487.307673,0:08:07,
15,2,0.005306,0:00:00,613.6656499999999,0:10:13,651.168026,0:10:51,
15,4,0.014275999999999999,0:00:00,457.194738,0:07:37,489.020551,0:08:09,
15,6,0.030217999999999995,0:00:00,460.723781,0:07:40,486.574158,0:08:06,
15,8,0.044257,0:00:00,454.402711,0:07:34,494.22100300000005,0:08:14,
15,10,0.057996,0:00:00,452.54942,0:07:32,484.244581,0:08:04,
15,12,0.071286,0:00:00,461.41303800000003,0:07:41,492.305682,0:08:12,
15,14,0.08504,0:00:00,446.440994,0:07:26,475.081873,0:07:55,
15,16,0.098357,0:00:00,460.717192,0:07:40,493.90141700000004,0:08:13,
15,18,0.113119,0:00:00,453.307766,0:07:33,485.545861,0:08:05,
15,20,0.125635,0:00:00,463.43009,0:07:43,498.013297,0:08:18,
15,22,0.13951,0:00:00,457.196815,0:07:37,500.659875,0:08:20,
15,24,0.152078,0:00:00,456.613654,0:07:36,487.75036299999994,0:08:07,
17,2,0.005358000000000001,0:00:00,613.838644,0:10:13,648.326106,0:10:48,
17,4,0.014181,0:00:00,454.999572,0:07:35,485.38543999999996,0:08:05,
17,6,0.029914999999999997,0:00:00,456.515426,0:07:36,489.26422799999995,0:08:09,
17,8,0.044363,0:00:00,457.696266,0:07:37,489.43392900000003,0:08:09,
17,10,0.057808,0:00:00,456.20338899999996,0:07:36,486.83056400000004,0:08:06,
17,12,0.07156099999999999,0:00:00,450.64973899999995,0:07:30,481.22216399999996,0:08:01,
17,14,0.085745,0:00:00,459.969063,0:07:39,495.752234,0:08:15,
17,16,0.098668,0:00:00,462.041459,0:07:42,496.130926,0:08:16,
17,18,0.11260200000000001,0:00:00,459.705853,0:07:39,497.66443499999997,0:08:17,
17,20,0.125288,0:00:00,449.94172199999997,0:07:29,487.01839099999995,0:08:07,
17,22,0.14049399999999998,0:00:00,452.389673,0:07:32,487.478902,0:08:07,
17,24,0.15237599999999998,0:00:00,455.42505900000003,0:07:35,485.6700149999999,0:08:05,
19,2,0.005273999999999999,0:00:00,618.074853,0:10:18,650.578695,0:10:50,
19,4,0.014228999999999999,0:00:00,450.332745,0:07:30,482.158107,0:08:02,
19,6,0.029858000000000003,0:00:00,459.340655,0:07:39,489.27384900000004,0:08:09,
19,8,0.044208,0:00:00,461.26214500000003,0:07:41,494.26100500000007,0:08:14,
19,10,0.057866999999999995,0:00:00,462.32465699999995,0:07:42,490.520657,0:08:10,
19,12,0.071652,0:00:00,445.28671099999997,0:07:25,488.461716,0:08:08,
19,14,0.085474,0:00:00,448.043096,0:07:28,490.31961,0:08:10,
19,16,0.09834599999999999,0:00:00,455.61012600000004,0:07:35,487.68788299999994,0:08:07,
19,18,0.112766,0:00:00,448.941676,0:07:28,480.78614799999997,0:08:00,
19,20,0.12595800000000001,0:00:00,458.942658,0:07:38,492.49814499999997,0:08:12,
19,22,0.138914,0:00:00,458.91208,0:07:38,493.81938600000007,0:08:13,
19,24,0.153467,0:00:00,457.70921400000003,0:07:37,486.497935,0:08:06,
21,2,0.005242,0:00:00,625.718924,0:10:25,670.510649,0:11:10,
21,4,0.014273000000000001,0:00:00,447.347046,0:07:27,480.838131,0:08:00,
21,6,0.030165,0:00:00,461.62045600000005,0:07:41,497.98815699999994,0:08:17,
21,8,0.044565999999999995,0:00:00,455.13334799999996,0:07:35,486.57713500000006,0:08:06,
21,10,0.05820499999999999,0:00:00,452.93710599999997,0:07:33,496.53949599999993,0:08:16,
21,12,0.071514,0:00:00,458.938645,0:07:38,493.167069,0:08:13,
21,14,0.084779,0:00:00,450.09719800000005,0:07:30,479.49679699999996,0:07:59,
21,16,0.098638,0:00:00,451.904146,0:07:31,487.974008,0:08:07,
21,18,0.11247099999999999,0:00:00,450.425146,0:07:30,491.767148,0:08:11,
21,20,0.126347,0:00:00,452.381362,0:07:32,488.745321,0:08:08,
21,22,0.138948,0:00:00,455.26346,0:07:35,485.327832,0:08:05,
21,24,0.153198,0:00:00,456.116732,0:07:36,489.158873,0:08:09,
23,2,0.005214,0:00:00,614.975105,0:10:15,650.305688,0:10:50,
23,4,0.014192,0:00:00,452.59217900000004,0:07:32,483.495602,0:08:03,
23,6,0.03021,0:00:00,453.40246,0:07:33,485.11479099999997,0:08:05,
23,8,0.044534,0:00:00,446.22157699999997,0:07:26,478.920239,0:07:58,
23,10,0.057962999999999994,0:00:00,448.077758,0:07:28,489.207008,0:08:09,
23,12,0.071806,0:00:00,454.864781,0:07:34,483.78546599999993,0:08:03,
23,14,0.085343,0:00:00,456.333003,0:07:36,489.298712,0:08:09,
23,16,0.09875099999999999,0:00:00,451.092172,0:07:31,480.43229900000006,0:08:00,
23,18,0.11227299999999998,0:00:00,452.97419299999996,0:07:33,498.35979299999997,0:08:18,
23,20,0.12565700000000002,0:00:00,460.415311,0:07:40,490.823522,0:08:10,
23,22,0.138578,0:00:00,460.81045600000004,0:07:40,496.05050400000005,0:08:16,
23,24,0.15256899999999998,0:00:00,457.606652,0:07:37,491.220773,0:08:11,
25,2,0.005262,0:00:00,609.790583,0:10:09,656.628061,0:10:56,
25,4,0.014193999999999998,0:00:00,461.776343,0:07:41,494.11395300000004,0:08:14,
25,6,0.029957999999999995,0:00:00,447.882382,0:07:27,481.104219,0:08:01,
25,8,0.04422,0:00:00,456.28653099999997,0:07:36,485.56357399999996,0:08:05,
25,10,0.057658999999999995,0:00:00,481.897245,0:08:01,511.21330200000006,0:08:31,
25,12,0.072031,0:00:00,444.856018,0:07:24,479.11553299999997,0:07:59,
25,14,0.084782,0:00:00,459.87696800000003,0:07:39,490.21405599999997,0:08:10,
25,16,0.09955699999999999,0:00:00,460.608294,0:07:40,490.3611,0:08:10,
25,18,0.11202,0:00:00,450.33732499999996,0:07:30,484.224139,0:08:04,
25,20,0.125468,0:00:00,449.17366799999996,0:07:29,489.20261299999993,0:08:09,
25,22,0.140042,0:00:00,458.993515,0:07:39,486.200964,0:08:06,
25,24,0.15248199999999998,0:00:00,454.40980099999996,0:07:34,501.343145,0:08:21,
27,2,0.005207999999999999,0:00:00,624.094329,0:10:24,659.372739,0:10:59,
27,4,0.014335999999999998,0:00:00,452.13350199999996,0:07:32,480.48983999999996,0:08:00,
27,6,0.029922,0:00:00,454.905232,0:07:34,490.41465600000004,0:08:10,
27,8,0.044836,0:00:00,444.338655,0:07:24,482.511239,0:08:02,
27,10,0.057672999999999995,0:00:00,463.762811,0:07:43,497.354083,0:08:17,
27,12,0.072169,0:00:00,466.512634,0:07:46,505.77143700000005,0:08:25,
27,14,0.086395,0:00:00,450.84993399999996,0:07:30,478.17851199999996,0:07:58,
27,16,0.098012,0:00:00,447.96693500000003,0:07:27,489.77117,0:08:09,
27,18,0.11232299999999999,0:00:00,451.73846699999996,0:07:31,484.52120799999994,0:08:04,
27,20,0.126136,0:00:00,450.79562500000003,0:07:30,482.83943300000004,0:08:02,
27,22,0.139402,0:00:00,465.14942099999996,0:07:45,495.86253400000004,0:08:15,
27,24,0.15214799999999998,0:00:00,464.44753099999997,0:07:44,502.076228,0:08:22,
29,2,0.0052510000000000005,0:00:00,626.989941,0:10:38,648.994459,0:10:48,
29,4,0.014823,0:00:00,469.54521,0:07:49,495.20936599999993,0:08:15,
29,6,0.030354000000000003,0:00:00,470.386988,0:07:50,497.84788899999995,0:08:17,
29,8,0.044593999999999995,0:00:00,455.665124,0:07:35,494.39361899999994,0:08:14,
29,10,0.058296999999999995,0:00:00,449.97860399999996,0:07:29,489.809083,0:08:10,
29,12,0.07315200000000001,0:00:00,447.95432900000003,0:07:27,477.545504,0:07:57,
29,14,0.08538399999999999,0:00:00,461.95648100000005,0:07:41,491.28291099999996,0:08:11,
