geometry,Dmax,Nfaces,host_mean,host_std,init_mean,init_std,storage_MB,n_runs
Hex1125,5,13,0.93662075,0.008045490463325058,0.05525862,0.00044005180549016204,1.21154,100
Hex1125,5,14,0.9564120800000001,0.008035214062104269,0.053137670000000005,0.00039977233558993335,1.14198,100
Hex1125,5,15,0.96707079,0.008230669482318652,0.05186736,0.00038095442395556035,1.08902,100
Hex1125,5,16,0.96623508,0.0038836085314895713,0.05199092,0.00045915283606734567,1.08902,100
Hex1125,6,1,0.70964331,0.02135839911608356,0.34215656000000005,0.0021909653899133096,9.81302,100
Hex1125,6,2,0.73250704,0.003126845439484378,0.31716757,0.0020623988203158933,9.0743,100
Hex1125,6,3,0.7468131200000001,0.010090339075180832,0.27935619,0.0016936408375944638,7.63644,100
Hex1125,6,4,0.7626830800000001,0.0040592989584335055,0.24479145,0.0014906892065772981,6.70428,100
Hex1125,6,5,0.77786221,0.0073151732558795445,0.22371314,0.0014552273037070692,6.08646,100
Hex1125,6,6,0.78334298,0.002871636115421651,0.21286542,0.0015498917732173665,5.54988,100
Hex1125,6,7,0.81547558,0.01065931154861819,0.16116205,0.0007446784727503397,4.06214,100
Hex1125,6,8,0.81981732,0.005608650547794253,0.15523269,0.000704907740864938,3.85977,100
Hex1125,6,9,0.82989154,0.0026963587321655233,0.14352226,0.0008087875777103557,3.40054,100
Hex1125,6,10,0.86649027,0.008676639825631662,0.11892478000000001,0.0007804144920450537,2.77076,100
Hex1125,6,11,0.86594503,0.0036940535438660777,0.11828319999999999,0.0005815066811327449,2.7537,100
Hex1125,6,12,0.89056658,0.0040725139635652986,0.101656,0.0005229036066218918,2.39418,100
Hex1125,6,13,0.8910084500000001,0.010560355709664638,0.09592772999999999,0.0005389957713332747,2.17086,100
Hex1125,6,14,0.90748074,0.008195095576469793,0.09372066,0.0006886199230227356,2.10129,100
Hex1125,6,15,0.92487724,0.003697059913285719,0.08077235999999999,0.0006526208626017339,1.80756,100
Hex1125,6,16,0.92690716,0.003979031857072265,0.07833339,0.00061367977526203,1.70354,100
Hex1125,7,1,0.76962544,0.018357922832214307,1.4984553,0.00954156028311741,43.8794,100
Hex1125,7,2,0.77382564,0.009891233522486654,1.1633478,0.005505098753231258,33.5141,100
Hex1125,7,3,0.79185258,0.026518621599909604,1.0404299000000001,0.004254664343607812,28.8745,100
Hex1125,7,4,0.8024243,0.004716081838676139,0.43763175,0.002713024691607639,12.3927,100
Hex1125,7,5,0.81099221,0.005850711931634447,0.38992557,0.0024206058480922034,10.691,100
Hex1125,7,6,0.8067887899999999,0.0031616461582855853,0.36737192999999996,0.0025051999063563936,9.62218,100
Hex1125,7,7,0.8204724400000001,0.0030797089831031215,0.26347092,0.001656066495029594,6.94772,100
Hex1125,7,8,0.8132050599999999,0.0033205365296663245,0.23090781,0.0016555897523788388,5.78665,100
Hex1125,7,9,0.82597161,0.00885953575281767,0.21865041999999998,0.001578781566892517,5.26028,100
Hex1125,7,10,0.8607180699999999,0.003803188383966723,0.19449137,0.001099712218140397,4.6305,100
Hex1125,7,11,0.8610917299999999,0.008378684793316764,0.19243146,0.0012240062670665472,4.54535,100
Hex1125,7,12,0.88534935,0.004224386215353022,0.10553295,0.0007702175656818329,2.51364,100
Hex1125,7,13,0.89223083,0.007830870636806866,0.09820026999999999,0.0006921471913144226,2.27319,100
Hex1125,7,14,0.90676468,0.004080295193520027,0.09479251,0.0008061315091224255,2.13617,100
Hex1125,7,15,0.92785117,0.004648382640535128,0.08260179000000001,0.0006198871075942906,1.84244,100
Hex1125,7,16,0.92837097,0.0037118683592313215,0.07973891,0.0005516475616027162,1.73842,100
Hex1125,8,1,0.8605290999999999,0.0590588903442739,3.8961806,0.042590594751101156,116.466,100
Hex1125,8,2,0.81908274,0.00857757615173354,3.0078035,0.008668755386414765,91.0652,100
Hex1125,8,3,0.82789749,0.028079530347843325,2.6369211999999997,0.024985836039361574,74.2627,100
Hex1125,8,4,0.81284362,0.004495677717204573,0.58329122,0.0032341803719619375,16.9034,100
Hex1125,8,5,0.8244485,0.014247347089932572,0.51925466,0.0026671494192576596,14.5837,100
Hex1125,8,6,0.82113357,0.004065496064144663,0.49305093,0.0029771997868480505,13.3645,100
Hex1125,8,7,0.8286751200000001,0.008398029445727912,0.35605856,0.0020778857131150573,9.84231,100
