geometry,Dmax,Nfaces,host_mean,host_std,init_mean,init_std,storage_MB,n_runs
Hex576,6,6,0.72666102,0.0033702238191889527,0.1293108,0.0006427601514133368,4.21806,50
Hex576,6,7,0.7422392600000001,0.01112722630016582,0.11281138,0.0006829829199764754,3.64458,50
Hex576,6,8,0.7510879799999999,0.00360397081173485,0.10038608,0.0004963429048386546,3.18868,50
Hex576,6,9,0.79416992,0.003216054972370052,0.09352692,0.0006678041030122532,2.79838,50
Hex576,6,10,0.8035899000000001,0.0090071353783814,0.08579848,0.000576209685472791,2.47662,50
Hex576,6,11,0.80138474,0.003135075944202684,0.08522536,0.0005454489541952142,2.4593,50
Hex576,6,12,0.8415807599999999,0.003736295041227613,0.060600560000000005,0.00044530073121935236,1.81106,50
Hex576,6,13,0.8451947599999999,0.003233942312410661,0.058411660000000004,0.00043383720307911593,1.74236,50
Hex576,6,14,0.8446889799999999,0.003206416790163893,0.058455700000000006,0.00037586087580271415,1.74236,50
Hex576,6,15,0.8823266,0.003217621006081278,0.04661848,0.00033350906361027737,1.31263,50
Hex576,6,16,0.8855691,0.0032812017973135755,0.04521418,0.00030540008486694154,1.20882,50
Hex576,7,1,0.6797190999999999,0.05273655018909503,0.92617486,0.005293612940099782,35.2006,50
Hex576,7,2,0.67833028,0.009774325143028166,0.77204078,0.004501422969076622,28.9539,50
Hex576,7,3,0.67536934,0.009406448197825112,0.6800144400000001,0.00396874159956045,24.5007,50
Hex576,7,4,0.71267764,0.012624714774325054,0.29399534,0.0018781267220508865,10.8871,50
Hex576,7,5,0.71756156,0.011554158566065982,0.2375592,0.001547038922771961,8.36938,50
Hex576,7,6,0.72299868,0.003815647902508612,0.21973922,0.000886863799910581,7.20188,50
Hex576,7,7,0.7344686,0.003661063094183416,0.17983836,0.002161924489987605,5.97217,50
Hex576,7,8,0.74331374,0.00331879644898507,0.15239876,0.0009783283860853702,4.82485,50
Hex576,7,9,0.79099052,0.010932267890711686,0.14409254000000002,0.0010746983859745598,4.40075,50
Hex576,7,10,0.7976774799999999,0.010204345103405104,0.13420246,0.0007936270190121558,3.94478,50
Hex576,7,11,0.7966078,0.0033940847583610453,0.13404646,0.0010116908096279768,3.92747,50
Hex576,7,12,0.84157298,0.003491882782531336,0.06803138,0.0007423978769872,2.08294,50
Hex576,7,13,0.8459435000000001,0.003409520423814489,0.06629698,0.00041773614805012407,2.01423,50
Hex576,7,14,0.8474527399999999,0.009862315900995088,0.06619058,0.0003500114336324877,2.01423,50
Hex576,7,15,0.8840766000000001,0.0033958530832863413,0.04801258,0.00039161549707719765,1.38022,50
Hex576,7,16,0.88774608,0.0035315156822358215,0.04545306,0.00031696574269282884,1.20882,50
Hex576,8,1,0.74775592,0.028823840894506698,2.4970044000000002,0.010475140086735597,97.1664,50
Hex576,8,2,0.74898036,0.027439777268805095,2.0170885999999997,0.0038075194185255364,77.2882,50
Hex576,8,3,0.73385586,0.019554233982784115,1.7336892,0.0032446224521726396,61.8221,50
Hex576,8,4,0.725715,0.0034816804410912764,0.39435538000000003,0.0025895210642991433,14.7377,50
Hex576,8,5,0.72785742,0.003004135537921687,0.32435304000000004,0.0019177268533557242,11.6507,50
Hex576,8,6,0.72853938,0.00316906015740069,0.3040677,0.0018466858814909374,10.38,50
Hex576,8,7,0.74280674,0.012291979971709107,0.24276934,0.0017187700705766906,8.36158,50
Hex576,8,8,0.7462946599999999,0.011763670846296237,0.19924544,0.0010900795919265205,6.32384,50
Hex576,8,9,0.7872600599999999,0.0033260361982763915,0.18986582,0.000837306753580692,5.86595,50
Hex576,8,10,0.79741374,0.0032449694681749757,0.17885410000000002,0.0010745306189310804,5.40998,50
Hex576,8,11,0.7968409599999999,0.0036359356988993276,0.17883566,0.0008318651433584008,5.39267,50
Hex576,8,12,0.8419711,0.01080557343953309,0.06819168,0.0004079642061129722,2.08294,50
Hex576,8,13,0.8458540600000001,0.0033848579351613167,0.06637622,0.00040649192526558483,2.01423,50
Hex576,8,14,0.84566942,0.0032524387527527935,0.06646250000000001,0.00046882890356325684,2.01423,50
Hex576,8,15,0.88446388,0.003544503221517371,0.0479412,0.00037326939442757244,1.38022,50
Hex576,8,16,0.8887954,0.012188372604031023,0.04541028,0.0003482444625751945,1.20882,50
Hex72,4,1,0.52172378,0.008571938616467671,0.00236258,0.00021925728899060623,0.171064,50
Hex72,4,2,0.52679442,0.001989182142366611,0.00234438,3.885918587066143e-05,0.171064,50
Hex72,4,3,0.5316584799999999,0.008676279801474203,0.00235914,4.5674093938937185e-05,0.171064,50
Hex72,4,4,0.53316502,0.0015620165079218607,0.00235756,2.7616292144977343e-05,0.171064,50
Hex72,4,5,0.53428962,0.0017307734485495527,0.0023470599999999998,4.973251307889899e-05,0.171064,50
Hex72,4,6,0.53561884,0.0015663515564417042,0.0023491600000000003,5.813859584244023e-05,0.171064,50
Hex72,4,7,0.53749342,0.00867370494500829,0.00234732,4.981862613725997e-05,0.171064,50
Hex72,4,8,0.53728294,0.0017439499666339145,0.00236646,3.823034909383817e-05,0.171064,50
Hex72,4,9,0.5376369400000001,0.0015051307138299612,0.00236654,3.6730241113350974e-05,0.171064,50
Hex72,4,10,0.53862684,0.0014164648487537857,0.0023447200000000002,4.660167291382732e-05,0.171064,50
Hex72,4,11,0.53929826,0.001738501581059652,0.0023760400000000003,4.902808857571091e-05,0.171064,50
Hex72,4,12,0.5390064,0.0016636201244176357,0.00237354,3.8432665740465726e-05,0.171064,50
Hex72,4,13,0.53961088,0.0018138985260639927,0.00236506,4.160573449486429e-05,0.171064,50
Hex72,4,14,0.53974214,0.001531214750664669,0.00236224,4.522982581059918e-05,0.171064,50
Hex72,4,15,0.55379824,0.0015085571638936016,0.00224216,4.6179932031662616e-05,0.153816,50
Hex72,4,16,0.55477202,0.0014675346324877728,0.00225488,4.874784767619209e-05,0.153816,50
Hex72,5,1,0.45466338,0.0027015061852565855,0.012784899999999998,0.00012528176406869152,1.2455,50
Hex72,5,2,0.47093988000000003,0.0020866989910343268,0.011499740000000001,0.00010829302839980048,1.0485,50
Hex72,5,3,0.47107864,0.0018577937953719276,0.01149886,9.551920631742188e-05,1.0485,50
Hex72,5,4,0.48216997999999994,0.002029559372004125,0.010373859999999999,0.00010724033851159561,0.915896,50
Hex72,5,5,0.49730016,0.0017607632199516995,0.00801192,8.057822666356526e-05,0.748984,50
Hex72,5,6,0.50272936,0.001488879852336614,0.0071344799999999995,0.00010478768427401284,0.614776,50
Hex72,5,7,0.5091691,0.0017376118992009986,0.0067986800000000005,7.15545859851779e-05,0.581048,50
Hex72,5,8,0.51145512,0.01241348029713452,0.00639344,6.227167600645628e-05,0.547416,50
Hex72,5,9,0.5166048,0.009122885271309146,0.005911619999999999,6.65226338649225e-05,0.479448,50
Hex72,5,10,0.51911778,0.009325704329235756,0.00488872,7.108260213674373e-05,0.39484,50
Hex72,5,11,0.5183375800000001,0.001415861230517188,0.00470082,7.14781799158431e-05,0.377848,50
Hex72,5,12,0.52439518,0.009327495874749516,0.0042669000000000006,4.378856900505199e-05,0.343704,50
Hex72,5,13,0.5242369,0.009480318971749972,0.00427408,5.2803772283303214e-05,0.343704,50
Hex72,5,14,0.52414386,0.008601687385505201,0.00426562,7.029903764545824e-05,0.343704,50
Hex72,5,15,0.54543602,0.0011499964416981348,0.00290928,3.7789988956152444e-05,0.223544,50
Hex72,5,16,0.54976,0.0015405856956736562,0.00278928,6.628110821435056e-05,0.206104,50
Hex72,6,1,0.4102245,0.001986117053191879,0.05120828,0.0004930469216400964,5.37934,50
Hex72,6,2,0.44272292,0.0016621637464461793,0.04247032,0.00026630383445398975,4.23496,50
Hex72,6,3,0.4466523,0.001983157750474053,0.0364884,0.0002827166317667763,3.42808,50
Hex72,6,4,0.47744292,0.00944360968870765,0.02039176,0.00020830977325284847,2.01947,50
Hex72,6,5,0.4981873,0.0016933985421184773,0.015504219999999999,0.00012696187600686948,1.53669,50
Hex72,6,6,0.50802804,0.008918481841979282,0.0129216,0.00011908289001312288,1.15418,50
Hex72,6,7,0.51072746,0.0014860885409115397,0.011562339999999999,0.00013751328099125405,1.01984,50
Hex72,6,8,0.50903076,0.001449818687608476,0.0094155,8.5139561297667e-05,0.83516,50
Hex72,6,9,0.5195533,0.0015463958920994485,0.0087346,9.62774477163552e-05,0.750136,50
Hex72,6,10,0.518818,0.008765911510632815,0.00722688,8.527043174871485e-05,0.59852,50
Hex72,6,11,0.5203015400000001,0.0017543066100430675,0.00706792,6.533425516495299e-05,0.581528,50
Hex72,6,12,0.5228558799999999,0.0016476895839016435,0.0049343,4.827187037382904e-05,0.411544,50
Hex72,6,13,0.52139848,0.0015106050989249155,0.00494098,5.484541913414467e-05,0.411544,50
Hex72,6,14,0.51980696,0.008576527861648484,0.0049038599999999995,9.069302563019491e-05,0.411544,50
Hex72,6,15,0.54780792,0.001696483022765222,0.0032581,4.6081228193666174e-05,0.257336,50
Hex72,6,16,0.54033092,0.0015925669414053342,0.0027938800000000003,6.400626244870935e-05,0.206104,50
Hex72,7,1,0.41819249999999997,0.002540179563394236,0.13725546,0.0014231722429352057,15.2865,50
Hex72,7,2,0.44603496,0.002192345812510576,0.11270784,0.0008282741427270347,12.1755,50
Hex72,7,3,0.43635967999999997,0.0018169432217382054,0.08494018,0.0008879588998118675,8.494,50
Hex72,7,4,0.46637822,0.0023378372989424486,0.0268393,0.00022411879594062974,2.75822,50
Hex72,7,5,0.48624228,0.002552294326319608,0.021277400000000002,0.0001990812571257661,2.12587,50
Hex72,7,6,0.49486246,0.0019487301067565963,0.0183392,0.0001678666866587768,1.71043,50
Hex72,7,7,0.50183354,0.0021684298580742145,0.01594274,0.00016594070861458384,1.49211,50
Hex72,7,8,0.49876124,0.0020381122273880267,0.01180962,0.00010509565904936509,1.05574,50
Hex72,7,9,0.5029829,0.0018987537077928655,0.0109374,0.00017908429209025954,0.953816,50
Hex72,7,10,0.50662564,0.0018926329329205698,0.00932774,0.000130244167874443,0.8022,50
Hex72,7,11,0.50831224,0.0032582763726879214,0.0091516,0.00013657381946502524,0.785208,50
Hex72,7,12,0.5115056,0.0018977488705068978,0.00483888,8.995024475015197e-05,0.411544,50
Hex72,7,13,0.51120742,0.0018662925934830707,0.00486058,7.230634657553956e-05,0.411544,50
Hex72,7,14,0.51184586,0.008642955803474664,0.00483486,9.315293766660486e-05,0.411544,50
Hex72,7,15,0.53987168,0.001547770541977152,0.00321748,5.091378867802924e-05,0.257336,50
Hex72,7,16,0.5428435,0.001591744047340818,0.0027748,4.420591889448881e-05,0.206104,50
Hex72,8,1,0.44746968000000004,0.004858141655457337,0.32529297999999995,0.0019726544686419502,37.1285,50
Hex72,8,2,0.47032648,0.003433521570799117,0.27158244,0.001528862924943015,29.1081,50
Hex72,8,3,0.45173058,0.0025051067604444466,0.18367608000000002,0.0011956721931488514,18.8918,50
Hex72,8,4,0.4637732,0.0021894978363794317,0.03406548,0.0003014637244227854,3.52054,50
Hex72,8,5,0.48350394,0.0020592832457247026,0.02676824,0.00025840417321454763,2.73902,50
Hex72,8,6,0.491384,0.002131184072533484,0.023745759999999998,0.0003976161906940419,2.27395,50
Hex72,8,7,0.49700442,0.002347715599106017,0.02081174,0.0001595492131869395,1.96344,50
Hex72,8,8,0.49532014,0.002293825874661226,0.014053260000000001,0.00013453378454378464,1.27602,50
Hex72,8,9,0.49984320000000004,0.002462994054862029,0.01303828,0.0002260368436646503,1.15721,50
Hex72,8,10,0.50667748,0.0021387837115748633,0.01154882,0.00013968166285799831,1.00559,50
Hex72,8,11,0.50501476,0.001778952438363429,0.01141046,9.416577002763769e-05,0.9886,50
Hex72,8,12,0.5110573,0.0020559982058476977,0.00485136,8.346250777493823e-05,0.411544,50
Hex72,8,13,0.5105666200000001,0.0021460403584275794,0.00484166,8.064297988096443e-05,0.411544,50
Hex72,8,14,0.5105387,0.0024419036505922012,0.00486358,8.289090198962161e-05,0.411544,50
Hex72,8,15,0.5378708,0.008267868449236333,0.0032297,5.332811411537108e-05,0.257336,50
Hex72,8,16,0.54542332,0.001962016356003312,0.0027843,5.4543467032435385e-05,0.206104,50
Poly1560,4,1,1.7059502,0.005039658674509179,0.02166852,0.000293396600615149,0.257752,100
Poly1560,4,2,1.7077065999999999,0.004005263511678081,0.021664799999999998,0.00025077705499732515,0.257752,100
Poly1560,4,3,1.7083649,0.00925250547504062,0.0216425,0.0002635027648255462,0.257752,100
Poly1560,4,4,1.7085631000000001,0.004766562977257469,0.021697980000000002,0.0002913616233404041,0.257752,100
Poly1560,4,5,1.7091614000000002,0.00504836327511954,0.02172851,0.00031605144367729946,0.257752,100
Poly1560,4,6,1.7091186999999999,0.004557221520828125,0.02171745,0.0002713969240872867,0.257752,100
Poly1560,4,7,1.7090501,0.00510970842533301,0.02169229,0.0002768354466925335,0.257752,100
Poly1560,4,8,1.7069922,0.0050661559910105914,0.02176125,0.00022294413736144395,0.257752,100
Poly1560,4,9,1.7052469,0.006005872159307046,0.022121750000000003,0.00029418290795580444,0.257752,100
Poly1560,4,10,1.7099531,0.015829571208228088,0.02191988,0.00030037815493074056,0.257752,100
Poly1560,4,11,1.7098985,0.005003781272218244,0.02185732,0.00025742426090213423,0.257752,100
Poly1560,4,12,1.7089081,0.004960939894451819,0.02179876,0.0003022894164755547,0.257752,100
Poly1560,4,13,1.7074181,0.004683302964422185,0.021854949999999998,0.00032794060114415207,0.257752,100
Poly1560,4,14,1.7100237999999999,0.004938201279695665,0.02184842,0.00027822765840043636,0.257752,100
Poly1560,4,15,1.7094002000000001,0.009323641610920532,0.02182146,0.00036413013602226886,0.257752,100
Poly1560,4,16,1.7106691,0.009632559064512046,0.02177606,0.00029606134431222096,0.257752,100
Poly1560,5,1,1.0681671,0.012079116906563346,0.07634086,0.0005438842906502834,1.41769,100
Poly1560,5,2,1.0650898,0.004834015621644501,0.07651593,0.0005264327876367407,1.41769,100
Poly1560,5,3,1.0648537,0.004633710177611565,0.07649523,0.0005525600265394637,1.41769,100
Poly1560,5,4,1.0660602,0.006234971423067196,0.07639023,0.00048574385017187557,1.41769,100
Poly1560,5,5,1.0658387999999999,0.00506950424528171,0.07634803,0.0005277934332499966,1.41769,100
Poly1560,5,6,1.0662107,0.012140498488342831,0.07635185,0.0004602701089928862,1.41769,100
Poly1560,5,7,1.0644043,0.004459737106669648,0.07637311000000001,0.0005129471371940343,1.41769,100
Poly1560,5,8,1.0658038,0.009210096872674047,0.07638872000000001,0.000592701571730085,1.41769,100
Poly1560,5,9,1.0658757,0.00994019818258623,0.07637516999999999,0.000507244308977339,1.41769,100
Poly1560,5,10,1.068058,0.01212209219532335,0.07644759,0.0005079882503811013,1.41769,100
Poly1560,5,11,1.0674043,0.00870497527018575,0.0765547,0.0005442262879770257,1.41769,100
Poly1560,5,12,1.0647369,0.004583090725259505,0.07638175,0.0004956442063546482,1.41769,100
Poly1560,5,13,1.0653352,0.007056543417998728,0.07634105,0.0005085250085722769,1.41769,100
Poly1560,5,14,1.0646983,0.004702817134441855,0.07639077999999999,0.0004716201943055113,1.41769,100
Poly1560,5,15,1.0682483,0.01354274967641283,0.07636135999999999,0.0005561668872421718,1.41769,100
Poly1560,5,16,1.0686711,0.009320776065035865,0.0766824,0.0005523052149899097,1.41769,100
Poly1560,6,1,0.83300022,0.015129061929287027,0.40169066999999997,0.002480535528099048,10.0868,100
Poly1560,6,2,0.83847118,0.014436807716319418,0.3806729,0.0021736959099862402,9.62738,100
Poly1560,6,3,0.85145416,0.0024141719023593614,0.35775925000000003,0.0020277642780095807,8.96482,100
Poly1560,6,4,0.8743091,0.010829802713723916,0.30522059,0.0012173009977367619,7.63522,100
Poly1560,6,5,0.8817095,0.010766501960931759,0.28937182,0.0013668612675939303,7.11862,100
Poly1560,6,6,0.87002875,0.007447259967107149,0.28483435,0.0017071856240756297,6.93368,100
Poly1560,6,7,0.8916837,0.00892771610539817,0.2423912,0.001517778194093144,5.82174,100
Poly1560,6,8,0.89552954,0.008670165599550929,0.23250984,0.0015387684090095103,5.45043,100
Poly1560,6,9,0.90532938,0.00426739685697844,0.22179132,0.0013797399175206895,5.05919,100
Poly1560,6,10,0.9312527,0.009320506221891768,0.18850649,0.0011162606633693848,4.18745,100
Poly1560,6,11,0.9333492699999999,0.009256010405316815,0.18532755,0.0009455689578451692,4.08665,100
Poly1560,6,12,0.9696526,0.003731790189734953,0.1416981,0.0009366512292483935,3.16458,100
Poly1560,6,13,0.9751624,0.02414905755444044,0.1383617,0.003603292390370931,3.01022,100
Poly1560,6,14,0.9792796,0.009858499711703422,0.13503442,0.0009191457626129231,2.89231,100
Poly1560,6,15,0.98802824,0.003939586414020561,0.1257197,0.0007585066868125771,2.64962,100
Poly1560,6,16,0.9895558,0.0036797760472039244,0.12217848,0.0008837660401584648,2.54556,100
Poly1560,7,1,0.8614892199999999,0.026995635708474183,1.74101,0.007744362954805101,48.47,100
Poly1560,7,2,0.87438698,0.05596457987500179,1.454159,0.005029125574133531,40.2724,100
Poly1560,7,3,0.8697396000000001,0.03357356543533027,1.3159132,0.0043197656782690795,35.3173,100
Poly1560,7,4,0.9219994199999999,0.002666571283066851,0.6539784000000001,0.003087951257662109,17.877,100
Poly1560,7,5,0.92574754,0.00293163485751172,0.60266616,0.002402863509408823,16.2055,100
Poly1560,7,6,0.92106172,0.014165764475429247,0.55032978,0.002333187859447835,13.8762,100
Poly1560,7,7,0.93478436,0.011135346222971899,0.42278158,0.0024441625414216785,10.7827,100
Poly1560,7,8,0.93116305,0.004120091543983954,0.38092907,0.0022204310904357575,9.23582,100
Poly1560,7,9,0.93036333,0.004134092493956302,0.3655426,0.0018415379606747343,8.72842,100
Poly1560,7,10,0.94897896,0.008844106230054282,0.32586661,0.0011770807143011918,7.65719,100
Poly1560,7,11,0.94838431,0.0038295731905946388,0.31689596999999997,0.0013389717255861652,7.28388,100
Poly1560,7,12,0.97050886,0.01187257436536028,0.16529119,0.0009483249208233151,3.82452,100
Poly1560,7,13,0.97161434,0.003659759710111791,0.16094033,0.0011333178346088204,3.63604,100
Poly1560,7,14,0.97361361,0.003208027981990233,0.15682426,0.0010196351161572506,3.51814,100
Poly1560,7,15,0.98768045,0.006580171641823523,0.1419122,0.001069442873932993,3.17196,100
Poly1560,7,16,0.98925265,0.0037777833818660187,0.13616966,0.0009016621824791867,2.96518,100
Poly1560,8,1,0.9651832,0.037055592050078176,4.7812957,0.008029932544970008,143.45,100
Poly1560,8,2,0.93707599,0.056958230845243964,4.0226542,0.04088170107996872,116.634,100
Poly1560,8,3,0.9197179900000001,0.07961763354853364,3.4277461,0.005105323601967673,94.9662,100
Poly1560,8,4,0.9467572,0.003154505884245168,1.0167023,0.0031709743762681993,29.5821,100
Poly1560,8,5,0.9457766200000001,0.014666465172706826,0.87246504,0.003898934365990672,24.2494,100
Poly1560,8,6,0.9452784099999999,0.01322849730511421,0.77703654,0.0034830470156940697,20.3025,100
Poly1560,8,7,0.9604088000000001,0.012748333471596606,0.5933684800000001,0.0025704921844469796,15.8706,100
Poly1560,8,8,0.94708943,0.005044566436315811,0.51583214,0.003262815330231227,12.7483,100
Poly1560,8,9,0.95269882,0.003695357670200144,0.49958885000000003,0.003125237960636929,12.1902,100
Poly1560,8,10,0.9670737300000001,0.010399713511841737,0.45339531,0.002610955917268462,10.914,100
Poly1560,8,11,0.9681928200000001,0.015773256925184442,0.4441249,0.0023915131742531233,10.5406,100
Poly1560,8,12,0.97126091,0.0066373497207131114,0.17883564,0.001099137444369976,4.2402,100
Poly1560,8,13,0.97231068,0.003301267558457697,0.17394317999999998,0.0011014065881059692,4.05172,100
Poly1560,8,14,0.97778566,0.0036258589625860556,0.17190479,0.0009398786542673873,3.93382,100
Poly1560,8,15,0.98806456,0.009344877632481907,0.14645424,0.0010712727266898442,3.27583,100
Poly1560,8,16,0.9903223099999999,0.0036312259267652575,0.14043178,0.0010325166330746247,3.06905,100
Poly264,4,1,0.7907592,0.002699827810080053,0.00476986,7.578299039133428e-05,0.183896,50
Poly264,4,2,0.79071122,0.0020507425264513213,0.00475224,9.8728355416594e-05,0.183896,50
Poly264,4,3,0.7911366,0.002050809307645769,0.00476772,6.0743703797351775e-05,0.183896,50
Poly264,4,4,0.79109194,0.0020541316493986506,0.00477524,0.0001010190040718748,0.183896,50
Poly264,4,5,0.7912792000000001,0.002123539892130447,0.00478466,6.383256478107876e-05,0.183896,50
Poly264,4,6,0.7912894199999999,0.002682907401704817,0.00477408,6.308007221146853e-05,0.183896,50
Poly264,4,7,0.79181212,0.006995840028159004,0.00479746,9.280618601831077e-05,0.183896,50
Poly264,4,8,0.7914527200000001,0.00270650173365652,0.00478582,0.00015845319787990189,0.183896,50
Poly264,4,9,0.7923272400000001,0.008733368318473825,0.0047685,9.04689032153015e-05,0.183896,50
Poly264,4,10,0.79290774,0.008863923362710214,0.00477334,7.369590302349912e-05,0.183896,50
Poly264,4,11,0.7944534,0.013724358296585724,0.00476886,6.844959712765872e-05,0.183896,50
Poly264,4,12,0.7913355,0.002133766749393264,0.00477382,9.357670432237253e-05,0.183896,50
Poly264,4,13,0.79154866,0.002076761938053315,0.0047703400000000005,6.669229065381599e-05,0.183896,50
Poly264,4,14,0.79125812,0.0020522172045604465,0.00479158,7.875642895688468e-05,0.183896,50
Poly264,4,15,0.79182696,0.002107295316131029,0.00476594,7.699387995821754e-05,0.183896,50
Poly264,4,16,0.7932473600000001,0.0022993674086582987,0.00478628,9.536975090538457e-05,0.183896,50
Poly264,5,1,0.60894898,0.0026622760976277426,0.021456680000000002,0.0002070680101230669,1.27796,50
Poly264,5,2,0.60869156,0.00288560906569133,0.02151088,0.00022330738766945246,1.27796,50
Poly264,5,3,0.60834992,0.0027123044862482682,0.02154532,0.00024361976395143945,1.27796,50
Poly264,5,4,0.6133681599999999,0.010392688531494297,0.02088372,0.00020918988932526903,1.24481,50
Poly264,5,5,0.65154228,0.0027105799292131256,0.01667872,0.00015130008565221407,0.976904,50
Poly264,5,6,0.65128678,0.002357419016636626,0.0167197,0.00012873564909122401,0.976904,50
Poly264,5,7,0.65536124,0.002549891334699479,0.016321719999999998,9.523805619046821e-05,0.94292,50
Poly264,5,8,0.66916192,0.002447917472598503,0.01483424,0.00019829935729104325,0.8578,50
Poly264,5,9,0.68735444,0.0030568278286284916,0.013735820000000001,0.0001465797393912271,0.755656,50
Poly264,5,10,0.69610922,0.0024383298841792597,0.012098040000000001,0.00013434450992481534,0.653896,50
Poly264,5,11,0.6974696,0.010277735371537209,0.01208014,0.00015915734866054116,0.653896,50
Poly264,5,12,0.6991547,0.002390403067796445,0.011738759999999999,0.00012709671072671787,0.636936,50
Poly264,5,13,0.71643236,0.002513996044677293,0.01062284,0.000130935622131096,0.550344,50
Poly264,5,14,0.72650752,0.002543912038332994,0.010101800000000001,0.00012651772482098137,0.498656,50
Poly264,5,15,0.74524474,0.0022974092668011223,0.00722112,9.045319908377915e-05,0.34336,50
Poly264,5,16,0.74546054,0.002583152141892396,0.00719664,9.829127060706368e-05,0.34336,50
Poly264,6,1,0.47810361999999995,0.0036187178634292626,0.10847391999999999,0.001912429588833247,7.49113,50
Poly264,6,2,0.52861502,0.014771033761634519,0.08733461999999999,0.0006143594935759831,6.19839,50
Poly264,6,3,0.54571802,0.002343375661175088,0.07552684,0.0004425008871200599,5.11375,50
Poly264,6,4,0.5749664,0.0029426024230956105,0.04929416,0.0002991657352419513,3.40038,50
Poly264,6,5,0.61803992,0.0031488264923910446,0.04270066,0.00026775579873291623,2.93056,50
Poly264,6,6,0.63134174,0.002909592178520235,0.03565036,0.000264898961099958,2.2109,50
Poly264,6,7,0.63976738,0.002762351696194635,0.028449040000000002,0.00028305382483743643,1.75979,50
Poly264,6,8,0.65934928,0.0024990492154466485,0.023935559999999998,0.00018147042936713913,1.43482,50
Poly264,6,9,0.6768565599999999,0.0023441169884436687,0.02204122,0.00017482297635386634,1.28634,50
Poly264,6,10,0.68765264,0.0029608808587296824,0.019609079999999997,0.00017814427081579062,1.11713,50
Poly264,6,11,0.68973258,0.002025175266690842,0.018870659999999997,0.00020620493174885744,1.04942,50
Poly264,6,12,0.6946400199999999,0.0024716155543634552,0.014365159999999998,0.00017777208063433694,0.809256,50
Poly264,6,13,0.7131763600000001,0.00242821523236592,0.01273534,0.00016275957102174866,0.688872,50
Poly264,6,14,0.72549844,0.003243559534756562,0.01222958,0.00011641955968629596,0.637184,50
Poly264,6,15,0.74406366,0.002341607816812004,0.00945414,0.00012211252923397485,0.481888,50
Poly264,6,16,0.74573248,0.002412413747977035,0.0089484,8.214596267421477e-05,0.447648,50
Poly264,7,1,0.52236436,0.0060012010626445235,0.34211402,0.0018580649522927796,24.5514,50
Poly264,7,2,0.5638116200000001,0.01827896296671032,0.26210126,0.0022217993058577996,18.6841,50
Poly264,7,3,0.5520944999999999,0.0033329703994595342,0.19945668000000003,0.0025962235402638943,13.5552,50
Poly264,7,4,0.572037,0.003344925233293944,0.08128802,0.0004644402595532367,5.85782,50
Poly264,7,5,0.6161576,0.002568353462863725,0.0648819,0.00040808173701065284,4.57181,50
Poly264,7,6,0.62928464,0.0027682038069359494,0.05026378,0.0003818982282424129,3.25723,50
Poly264,7,7,0.63727164,0.002778609201065322,0.040333959999999995,0.00026210380869154165,2.60635,50
Poly264,7,8,0.6596671000000001,0.002659737797802861,0.03092436,0.0002568407558732665,1.87905,50
Poly264,7,9,0.67513478,0.0026173414014676755,0.0284681,0.00040271320883654747,1.71367,50
Poly264,7,10,0.68534434,0.0023049667810258476,0.0255571,0.00020609283127280466,1.51054,50
Poly264,7,11,0.68884714,0.00927067697373976,0.02485526,0.00022909313764119126,1.44282,50
Poly264,7,12,0.6946488,0.002340844039300042,0.01528888,0.0001698105354775837,0.879368,50
Poly264,7,13,0.7101659599999999,0.00882573450480965,0.01365746,0.00020372222084325052,0.758984,50
Poly264,7,14,0.71928078,0.0023133144195447044,0.013082799999999999,0.00012506520748173313,0.707296,50
Poly264,7,15,0.74116202,0.0025211968852681217,0.00983874,0.00011287971022106612,0.517504,50
Poly264,7,16,0.74340122,0.0020544208011415975,0.00946976,0.00012553502804120507,0.483264,50
Poly264,8,1,0.58304206,0.017912168723638183,0.8162862200000001,0.006839663466748001,61.1679,50
Poly264,8,2,0.5982502199999999,0.030199733680600298,0.62369258,0.0029066684561328223,46.823,50
Poly264,8,3,0.58299086,0.004387271626756057,0.44201265999999995,0.001787724818001348,30.8472,50
Poly264,8,4,0.5776832000000001,0.006825464711696358,0.12213552,0.0006668995041019515,9.33724,50
Poly264,8,5,0.6188724,0.0025215075827361546,0.09214036,0.00042695140286473236,6.7809,50
Poly264,8,6,0.62962572,0.002577302933261032,0.06492438,0.0003732231312690649,4.28942,50
Poly264,8,7,0.6412568799999999,0.002288048528099597,0.052610000000000004,0.00045066001484444135,3.48811,50
Poly264,8,8,0.65897324,0.0024988785530427747,0.03779482,0.0002746304150999291,2.3579,50
Poly264,8,9,0.6796732,0.009357431956275534,0.03553844,0.0002946669624771502,2.17562,50
Poly264,8,10,0.6869818999999999,0.002655907118565895,0.0318443,0.00024597479960519644,1.90426,50
Poly264,8,11,0.6869430599999999,0.002142724247402862,0.03110642,0.0002786098207976488,1.83655,50
Poly264,8,12,0.6977016399999999,0.002262348163898266,0.01643886,0.00019745937427682672,0.948488,50
Poly264,8,13,0.7131141,0.002473846069898247,0.01462284,0.00015000793992591294,0.828104,50
Poly264,8,14,0.7224621999999999,0.0023416250244439347,0.01404408,0.00014799266942683908,0.776416,50
Poly264,8,15,0.7424053,0.009192949182023428,0.01040784,0.00018340023813217564,0.552128,50
Poly264,8,16,0.7433847,0.003154412020310215,0.01000288,0.00013515171218346608,0.517888,50
Poly468,4,1,0.9195482800000001,0.0043689398986902295,0.00666408,0.00014676134173743243,0.193656,50
