geometry,Dmax,Nfaces,run,host_s,init_s,storage_MB
Hex1125,5,1,4,0.902805,0.060116,1.36642
Hex1125,5,1,5,0.901972,0.060726,1.36642
Hex1125,5,1,6,0.908495,0.059792,1.36642
Hex1125,5,1,7,0.9093,0.061337,1.36642
Hex1125,5,1,8,0.910403,0.060472,1.36642
Hex1125,5,1,9,0.915659,0.060919,1.36642
Hex1125,5,1,10,0.911218,0.060071,1.36642
Hex1125,5,1,11,0.909404,0.06054,1.36642
Hex1125,5,1,12,0.901612,0.060651,1.36642
Hex1125,5,1,13,0.905309,0.060553,1.36642
Hex1125,5,1,14,0.901246,0.059656,1.36642
Hex1125,5,1,15,0.90045,0.059943,1.36642
Hex1125,5,1,16,0.900398,0.059954,1.36642
Hex1125,5,1,17,0.9019,0.059295,1.36642
Hex1125,5,1,18,0.91143,0.060191,1.36642
Hex1125,5,1,19,0.911183,0.059654,1.36642
Hex1125,5,1,20,0.91178,0.059245,1.36642
Hex1125,5,1,21,0.910748,0.059401,1.36642
Hex1125,5,1,22,0.912441,0.059672,1.36642
Hex1125,5,1,23,0.909931,0.059661,1.36642
Hex1125,5,1,24,0.901367,0.059512,1.36642
Hex1125,5,1,25,0.903258,0.059583,1.36642
Hex1125,5,1,26,0.900915,0.059828,1.36642
Hex1125,5,1,27,0.90394,0.059075,1.36642
Hex1125,5,1,28,0.905587,0.060068,1.36642
Hex1125,5,1,29,0.901221,0.05947,1.36642
Hex1125,5,1,30,0.910904,0.060412,1.36642
Hex1125,5,1,31,0.913097,0.060041,1.36642
Hex1125,5,1,32,0.911594,0.060645,1.36642
Hex1125,5,1,33,0.911581,0.060285,1.36642
Hex1125,5,1,34,0.909385,0.060397,1.36642
Hex1125,5,1,35,0.911234,0.059994,1.36642
Hex1125,5,1,36,0.905432,0.060265,1.36642
Hex1125,5,1,37,0.904236,0.060957,1.36642
Hex1125,5,1,38,0.904657,0.060597,1.36642
Hex1125,5,1,39,0.904824,0.060082,1.36642
Hex1125,5,1,40,0.90412,0.060244,1.36642
Hex1125,5,1,41,0.901928,0.060884,1.36642
Hex1125,5,1,42,0.982049,0.060373,1.36642
Hex1125,5,1,43,0.914105,0.060949,1.36642
Hex1125,5,1,44,0.983512,0.060029,1.36642
Hex1125,5,1,45,0.910167,0.060243,1.36642
Hex1125,5,1,46,0.912567,0.060012,1.36642
Hex1125,5,1,47,0.908912,0.06048,1.36642
Hex1125,5,1,48,0.904796,0.059597,1.36642
Hex1125,5,1,49,0.902344,0.060756,1.36642
Hex1125,5,1,50,0.905116,0.060334,1.36642
Hex1125,5,1,51,0.904517,0.060424,1.36642
Hex1125,5,1,52,0.902842,0.060534,1.36642
Hex1125,5,1,53,0.906447,0.060038,1.36642
Hex1125,5,1,54,0.910347,0.060721,1.36642
Hex1125,5,1,55,0.910127,0.061023,1.36642
Hex1125,5,1,56,0.91251,0.060016,1.36642
Hex1125,5,1,57,0.913947,0.060691,1.36642
Hex1125,5,1,58,0.911642,0.060352,1.36642
Hex1125,5,1,59,0.906006,0.060621,1.36642
Hex1125,5,1,60,0.904779,0.061164,1.36642
Hex1125,5,1,61,0.90434,0.061064,1.36642
Hex1125,5,1,62,0.904284,0.059915,1.36642
Hex1125,5,1,63,0.903236,0.059864,1.36642
Hex1125,5,1,64,0.902913,0.059905,1.36642
Hex1125,5,1,65,0.904872,0.060467,1.36642
Hex1125,5,1,66,0.911596,0.060653,1.36642
Hex1125,5,1,67,0.911634,0.061369,1.36642
Hex1125,5,1,68,0.910744,0.06033,1.36642
Hex1125,5,1,69,0.91176,0.060501,1.36642
Hex1125,5,1,70,0.910969,0.060662,1.36642
Hex1125,5,1,71,0.913551,0.060646,1.36642
Hex1125,5,1,72,0.90669,0.060661,1.36642
Hex1125,5,1,73,0.90525,0.060313,1.36642
Hex1125,5,1,74,0.903469,0.06005,1.36642
Hex1125,5,1,75,0.905251,0.060558,1.36642
Hex1125,5,1,76,0.902621,0.060611,1.36642
Hex1125,5,1,77,0.904725,0.060286,1.36642
Hex1125,5,1,78,0.912802,0.060615,1.36642
Hex1125,5,1,79,0.912312,0.060252,1.36642
Hex1125,5,1,80,0.912134,0.060908,1.36642
Hex1125,5,1,81,0.909621,0.061261,1.36642
Hex1125,5,1,82,0.911267,0.06026,1.36642
Hex1125,5,1,83,0.907577,0.060982,1.36642
Hex1125,5,1,84,0.904846,0.060209,1.36642
Hex1125,5,1,85,0.903289,0.06053,1.36642
Hex1125,5,1,86,0.904204,0.060014,1.36642
Hex1125,5,1,87,0.904954,0.060345,1.36642
Hex1125,5,1,88,0.903163,0.059922,1.36642
Hex1125,5,1,89,0.906752,0.059471,1.36642
Hex1125,5,1,90,0.913059,0.059757,1.36642
Hex1125,5,1,91,0.90891,0.060078,1.36642
Hex1125,5,1,92,0.915413,0.059763,1.36642
Hex1125,5,1,93,0.912448,0.058957,1.36642
Hex1125,5,1,94,0.912874,0.059684,1.36642
Hex1125,5,1,95,0.907552,0.059717,1.36642
Hex1125,5,1,96,0.905836,0.059955,1.36642
Hex1125,5,1,97,0.904769,0.059869,1.36642
Hex1125,5,1,98,0.906245,0.060981,1.36642
Hex1125,5,1,99,0.903933,0.059512,1.36642
Hex1125,5,1,100,0.903149,0.060161,1.36642
Hex1125,5,2,1,0.90919,0.06028,1.36642
Hex1125,5,2,2,0.912462,0.059685,1.36642
Hex1125,5,2,3,0.913431,0.059267,1.36642
Hex1125,5,2,4,0.927769,0.060467,1.36642
Hex1125,5,2,5,0.914445,0.060331,1.36642
Hex1125,5,2,6,0.909212,0.059733,1.36642
Hex1125,5,2,7,0.904432,0.060034,1.36642
Hex1125,5,2,8,0.903935,0.061711,1.36642
Hex1125,5,2,9,0.903276,0.060558,1.36642
Hex1125,5,2,10,0.905341,0.060782,1.36642
Hex1125,5,2,11,0.903962,0.060139,1.36642
Hex1125,5,2,12,0.906516,0.060975,1.36642
Hex1125,5,2,13,0.909005,0.058878,1.36642
Hex1125,5,2,14,0.909801,0.060485,1.36642
Hex1125,5,2,15,0.91114,0.060221,1.36642
Hex1125,5,2,16,0.909473,0.060231,1.36642
Hex1125,5,2,17,0.911357,0.060587,1.36642
Hex1125,5,2,18,0.913898,0.060189,1.36642
Hex1125,5,2,19,0.904768,0.060311,1.36642
Hex1125,5,2,20,0.90454,0.060481,1.36642
Hex1125,5,2,21,0.902555,0.0604,1.36642
Hex1125,5,2,22,0.905658,0.060469,1.36642
Hex1125,5,2,23,0.901152,0.060701,1.36642
Hex1125,5,2,24,0.904544,0.060134,1.36642
Hex1125,5,2,25,0.909385,0.059625,1.36642
Hex1125,5,2,26,0.910778,0.06028,1.36642
Hex1125,5,2,27,0.910771,0.061551,1.36642
Hex1125,5,2,28,0.911693,0.061074,1.36642
Hex1125,5,2,29,0.910851,0.06,1.36642
Hex1125,5,2,30,0.909708,0.060538,1.36642
Hex1125,5,2,31,0.902579,0.060526,1.36642
Hex1125,5,2,32,0.903165,0.059915,1.36642
Hex1125,5,2,33,0.908788,0.060207,1.36642
Hex1125,5,2,34,0.905857,0.060606,1.36642
Hex1125,5,2,35,0.90144,0.060658,1.36642
Hex1125,5,2,36,0.900953,0.060377,1.36642
Hex1125,5,2,37,0.909086,0.060095,1.36642
Hex1125,5,2,38,0.912049,0.059925,1.36642
Hex1125,5,2,39,0.912233,0.060446,1.36642
Hex1125,5,2,40,0.908249,0.061277,1.36642
Hex1125,5,2,41,0.912612,0.060151,1.36642
Hex1125,5,2,42,0.911903,0.060739,1.36642
Hex1125,5,2,43,0.90367,0.059863,1.36642
Hex1125,5,2,44,0.904293,0.05991,1.36642
Hex1125,5,2,45,0.901799,0.061166,1.36642
Hex1125,5,2,46,0.902915,0.060966,1.36642
Hex1125,5,2,47,0.904413,0.060704,1.36642
Hex1125,5,2,48,0.904151,0.060629,1.36642
Hex1125,5,2,49,0.911983,0.06045,1.36642
Hex1125,5,2,50,0.911415,0.060059,1.36642
Hex1125,5,2,51,0.911821,0.059909,1.36642
Hex1125,5,2,52,0.909731,0.060825,1.36642
Hex1125,5,2,53,0.913312,0.060781,1.36642
Hex1125,5,2,54,0.910741,0.061074,1.36642
Hex1125,5,2,55,0.90311,0.06037,1.36642
Hex1125,5,2,56,0.902475,0.061226,1.36642
Hex1125,5,2,57,0.905042,0.060493,1.36642
Hex1125,5,2,58,0.903815,0.060728,1.36642
Hex1125,5,2,59,0.904475,0.059505,1.36642
Hex1125,5,2,60,0.902074,0.060014,1.36642
Hex1125,5,2,61,0.911396,0.060291,1.36642
Hex1125,5,2,62,0.912355,0.061294,1.36642
Hex1125,5,2,63,0.914146,0.060467,1.36642
Hex1125,5,2,64,0.909074,0.060589,1.36642
Hex1125,5,2,65,0.911639,0.060709,1.36642
Hex1125,5,2,66,0.910549,0.060908,1.36642
Hex1125,5,2,67,0.905012,0.060833,1.36642
Hex1125,5,2,68,0.903518,0.060248,1.36642
Hex1125,5,2,69,0.902896,0.060366,1.36642
Hex1125,5,2,70,0.903053,0.060283,1.36642
Hex1125,5,2,71,0.906378,0.059294,1.36642
Hex1125,5,2,72,0.904175,0.059837,1.36642
Hex1125,5,2,73,0.908859,0.060093,1.36642
Hex1125,5,2,74,0.913409,0.060182,1.36642
Hex1125,5,2,75,0.911585,0.060901,1.36642
Hex1125,5,2,76,0.909139,0.060597,1.36642
Hex1125,5,2,77,0.910644,0.061219,1.36642
Hex1125,5,2,78,0.908165,0.060854,1.36642
Hex1125,5,2,79,0.905161,0.060079,1.36642
Hex1125,5,2,80,0.904963,0.060437,1.36642
Hex1125,5,2,81,0.902707,0.060816,1.36642
Hex1125,5,2,82,0.903532,0.060017,1.36642
Hex1125,5,2,83,0.903479,0.060247,1.36642
Hex1125,5,2,84,0.905084,0.060964,1.36642
Hex1125,5,2,85,0.910638,0.059536,1.36642
Hex1125,5,2,86,0.910634,0.060758,1.36642
Hex1125,5,2,87,0.912109,0.059996,1.36642
Hex1125,5,2,88,0.910623,0.059778,1.36642
Hex1125,5,2,89,0.911744,0.060177,1.36642
Hex1125,5,2,90,0.910692,0.05993,1.36642
Hex1125,5,2,91,0.901852,0.060249,1.36642
Hex1125,5,2,92,0.904313,0.060532,1.36642
Hex1125,5,2,93,0.902772,0.060114,1.36642
Hex1125,5,2,94,0.905607,0.059861,1.36642
Hex1125,5,2,95,0.906628,0.060539,1.36642
Hex1125,5,2,96,0.905851,0.060466,1.36642
Hex1125,5,2,97,0.912337,0.060028,1.36642
Hex1125,5,2,98,0.91398,0.060282,1.36642
Hex1125,5,2,99,0.910984,0.060798,1.36642
Hex1125,5,2,100,0.911418,0.060355,1.36642
Hex1125,5,3,1,0.910958,0.060841,1.36642
Hex1125,5,3,2,0.90772,0.061047,1.36642
Hex1125,5,3,3,0.902993,0.060232,1.36642
Hex1125,5,3,4,0.905177,0.060449,1.36642
Hex1125,5,3,5,0.903232,0.060394,1.36642
Hex1125,5,3,6,0.906153,0.060278,1.36642
Hex1125,5,3,7,0.906023,0.06092,1.36642
Hex1125,5,3,8,0.905359,0.060333,1.36642
Hex1125,5,3,9,0.90686,0.060372,1.36642
Hex1125,5,3,10,0.911433,0.06165,1.36642
Hex1125,5,3,11,0.910728,0.06086,1.36642
Hex1125,5,3,12,0.912467,0.060541,1.36642
Hex1125,5,3,13,0.911561,0.060774,1.36642
Hex1125,5,3,14,0.906245,0.060697,1.36642
Hex1125,5,3,15,0.906083,0.059969,1.36642
Hex1125,5,3,16,0.906243,0.06055,1.36642
Hex1125,5,3,17,0.904366,0.060162,1.36642
Hex1125,5,3,18,0.901869,0.060681,1.36642
Hex1125,5,3,19,0.903472,0.060058,1.36642
Hex1125,5,3,20,0.90516,0.061569,1.36642
Hex1125,5,3,21,0.91181,0.058962,1.36642
Hex1125,5,3,22,0.911071,0.060132,1.36642
Hex1125,5,3,23,0.911991,0.060369,1.36642
Hex1125,5,3,24,0.913034,0.059807,1.36642
Hex1125,5,3,25,0.912347,0.060575,1.36642
Hex1125,5,3,26,0.90968,0.060178,1.36642
Hex1125,5,3,27,0.907618,0.060541,1.36642
Hex1125,5,3,28,0.903896,0.061057,1.36642
Hex1125,5,3,29,0.907983,0.061212,1.36642
Hex1125,5,3,30,0.905231,0.060458,1.36642
Hex1125,5,3,31,0.903306,0.059936,1.36642
Hex1125,5,3,32,0.905896,0.060652,1.36642
Hex1125,5,3,33,0.912822,0.061102,1.36642
Hex1125,5,3,34,0.913505,0.060626,1.36642
Hex1125,5,3,35,0.912142,0.059997,1.36642
Hex1125,5,3,36,0.910258,0.060645,1.36642
Hex1125,5,3,37,0.912544,0.061056,1.36642
Hex1125,5,3,38,0.907428,0.060982,1.36642
Hex1125,5,3,39,0.908826,0.059666,1.36642
Hex1125,5,3,40,0.903751,0.060407,1.36642
Hex1125,5,3,41,0.903924,0.060593,1.36642
Hex1125,5,3,42,0.903655,0.059431,1.36642
Hex1125,5,3,43,0.904672,0.059909,1.36642
Hex1125,5,3,44,0.906424,0.059357,1.36642
Hex1125,5,3,45,0.911103,0.060084,1.36642
Hex1125,5,3,46,0.910299,0.059271,1.36642
Hex1125,5,3,47,0.909534,0.060101,1.36642
Hex1125,5,3,48,0.910457,0.060094,1.36642
Hex1125,5,3,49,0.911142,0.059733,1.36642
Hex1125,5,3,50,0.903668,0.060065,1.36642
Hex1125,5,3,51,0.905609,0.060841,1.36642
Hex1125,5,3,52,0.904482,0.059573,1.36642
Hex1125,5,3,53,0.904347,0.060877,1.36642
Hex1125,5,3,54,0.902415,0.060522,1.36642
Hex1125,5,3,55,0.902086,0.060718,1.36642
Hex1125,5,3,56,0.907341,0.060675,1.36642
Hex1125,5,3,57,0.91577,0.060226,1.36642
Hex1125,5,3,58,0.909407,0.060915,1.36642
Hex1125,5,3,59,0.913612,0.060638,1.36642
Hex1125,5,3,60,0.910105,0.060509,1.36642
Hex1125,5,3,61,0.909501,0.060511,1.36642
Hex1125,5,3,62,0.903364,0.060917,1.36642
Hex1125,5,3,63,0.905149,0.060565,1.36642
Hex1125,5,3,64,0.903132,0.060531,1.36642
Hex1125,5,3,65,0.905044,0.060684,1.36642
Hex1125,5,3,66,0.905284,0.060197,1.36642
Hex1125,5,3,67,0.902411,0.060778,1.36642
Hex1125,5,3,68,0.905213,0.06089,1.36642
Hex1125,5,3,69,0.91315,0.060937,1.36642
Hex1125,5,3,70,0.908461,0.060629,1.36642
Hex1125,5,3,71,0.911083,0.060864,1.36642
Hex1125,5,3,72,0.910965,0.060098,1.36642
Hex1125,5,3,73,0.911235,0.061098,1.36642
Hex1125,5,3,74,0.902149,0.061154,1.36642
Hex1125,5,3,75,0.904222,0.061034,1.36642
Hex1125,5,3,76,0.905406,0.060574,1.36642
Hex1125,5,3,77,0.904679,0.060656,1.36642
Hex1125,5,3,78,0.903145,0.06074,1.36642
Hex1125,5,3,79,0.903711,0.060193,1.36642
Hex1125,5,3,80,0.90823,0.059908,1.36642
Hex1125,5,3,81,0.911654,0.061284,1.36642
Hex1125,5,3,82,0.910997,0.060008,1.36642
Hex1125,5,3,83,0.912936,0.060804,1.36642
Hex1125,5,3,84,0.90991,0.060704,1.36642
Hex1125,5,3,85,0.911957,0.061201,1.36642
Hex1125,5,3,86,0.907061,0.060502,1.36642
Hex1125,5,3,87,0.904338,0.060925,1.36642
Hex1125,5,3,88,0.905118,0.060473,1.36642
Hex1125,5,3,89,0.904685,0.060996,1.36642
Hex1125,5,3,90,0.903961,0.060468,1.36642
Hex1125,5,3,91,0.903188,0.060628,1.36642
Hex1125,5,3,92,0.908982,0.060417,1.36642
Hex1125,5,3,93,0.91146,0.061064,1.36642
Hex1125,5,3,94,0.911269,0.060339,1.36642
Hex1125,5,3,95,0.911015,0.059946,1.36642
Hex1125,5,3,96,0.910814,0.059148,1.36642
Hex1125,5,3,97,0.910145,0.059876,1.36642
Hex1125,5,3,98,0.903424,0.060205,1.36642
Hex1125,5,3,99,0.904163,0.059835,1.36642
Hex1125,5,3,100,0.903344,0.059736,1.36642
Hex1125,5,4,1,0.8998,0.061296,1.36642
Hex1125,5,4,2,0.904618,0.060245,1.36642
Hex1125,5,4,3,0.90239,0.061147,1.36642
Hex1125,5,4,4,0.90847,0.061127,1.36642
Hex1125,5,4,5,0.912434,0.060799,1.36642
Hex1125,5,4,6,0.913995,0.060387,1.36642
Hex1125,5,4,7,0.909379,0.060714,1.36642
Hex1125,5,4,8,0.910703,0.060146,1.36642
Hex1125,5,4,9,0.911778,0.060689,1.36642
Hex1125,5,4,10,0.902807,0.061247,1.36642
Hex1125,5,4,11,0.902605,0.060703,1.36642
Hex1125,5,4,12,0.904735,0.060799,1.36642
Hex1125,5,4,13,0.901191,0.060247,1.36642
Hex1125,5,4,14,0.902954,0.060097,1.36642
Hex1125,5,4,15,0.901956,0.060551,1.36642
Hex1125,5,4,16,0.911882,0.060434,1.36642
Hex1125,5,4,17,0.909054,0.060061,1.36642
Hex1125,5,4,18,0.912493,0.060853,1.36642
Hex1125,5,4,19,0.911084,0.061175,1.36642
Hex1125,5,4,20,0.91052,0.060975,1.36642
Hex1125,5,4,21,0.910785,0.06039,1.36642
Hex1125,5,4,22,0.904393,0.058704,1.36642
Hex1125,5,4,23,0.901475,0.060005,1.36642
Hex1125,5,4,24,0.905804,0.059714,1.36642
Hex1125,5,4,25,0.900804,0.059956,1.36642
Hex1125,5,4,26,0.904122,0.060745,1.36642
Hex1125,5,4,27,0.904286,0.059955,1.36642
Hex1125,5,4,28,0.910482,0.05954,1.36642
Hex1125,5,4,29,0.911484,0.061153,1.36642
Hex1125,5,4,30,0.911904,0.06042,1.36642
Hex1125,5,4,31,0.910522,0.060122,1.36642
Hex1125,5,4,32,0.912162,0.060801,1.36642
Hex1125,5,4,33,0.911414,0.059928,1.36642
Hex1125,5,4,34,0.901981,0.060434,1.36642
Hex1125,5,4,35,0.904511,0.060359,1.36642
Hex1125,5,4,36,0.90645,0.060378,1.36642
Hex1125,5,4,37,0.901202,0.060932,1.36642
Hex1125,5,4,38,0.903338,0.060025,1.36642
Hex1125,5,4,39,0.901853,0.060622,1.36642
Hex1125,5,4,40,0.912135,0.060904,1.36642
Hex1125,5,4,41,0.910232,0.059832,1.36642
Hex1125,5,4,42,0.911058,0.060853,1.36642
Hex1125,5,4,43,0.91122,0.060918,1.36642
Hex1125,5,4,44,0.908987,0.060966,1.36642
Hex1125,5,4,45,0.91124,0.060442,1.36642
Hex1125,5,4,46,0.903742,0.060767,1.36642
Hex1125,5,4,47,0.902108,0.060477,1.36642
Hex1125,5,4,48,0.906147,0.060973,1.36642
Hex1125,5,4,49,0.902975,0.060309,1.36642
Hex1125,5,4,50,0.904823,0.060247,1.36642
Hex1125,5,4,51,0.904742,0.059846,1.36642
Hex1125,5,4,52,0.909273,0.060379,1.36642
Hex1125,5,4,53,0.91161,0.060562,1.36642
Hex1125,5,4,54,0.911952,0.060964,1.36642
Hex1125,5,4,55,0.91014,0.060988,1.36642
Hex1125,5,4,56,0.908806,0.060412,1.36642
Hex1125,5,4,57,0.90881,0.061071,1.36642
Hex1125,5,4,58,0.905015,0.059749,1.36642
Hex1125,5,4,59,0.906663,0.060712,1.36642
Hex1125,5,4,60,0.90314,0.060693,1.36642
Hex1125,5,4,61,0.904163,0.060429,1.36642
Hex1125,5,4,62,0.902615,0.059664,1.36642
Hex1125,5,4,63,0.906329,0.059931,1.36642
Hex1125,5,4,64,0.908459,0.060842,1.36642
Hex1125,5,4,65,0.911647,0.0605,1.36642
Hex1125,5,4,66,0.909205,0.06062,1.36642
Hex1125,5,4,67,0.911744,0.0615,1.36642
Hex1125,5,4,68,0.909735,0.061206,1.36642
Hex1125,5,4,69,0.909591,0.060047,1.36642
Hex1125,5,4,70,0.904515,0.059813,1.36642
Hex1125,5,4,71,0.903846,0.060584,1.36642
Hex1125,5,4,72,0.901708,0.060197,1.36642
Hex1125,5,4,73,0.905414,0.060253,1.36642
Hex1125,5,4,74,0.904252,0.060314,1.36642
Hex1125,5,4,75,0.904154,0.059594,1.36642
Hex1125,5,4,76,0.911598,0.060509,1.36642
Hex1125,5,4,77,0.911649,0.059966,1.36642
Hex1125,5,4,78,0.912018,0.060807,1.36642
Hex1125,5,4,79,0.913351,0.060152,1.36642
Hex1125,5,4,80,0.908796,0.060322,1.36642
Hex1125,5,4,81,0.915161,0.060174,1.36642
Hex1125,5,4,82,0.905148,0.060099,1.36642
Hex1125,5,4,83,0.903533,0.060311,1.36642
Hex1125,5,4,84,0.902001,0.060273,1.36642
Hex1125,5,4,85,0.904673,0.060762,1.36642
Hex1125,5,4,86,0.901936,0.060691,1.36642
Hex1125,5,4,87,0.905696,0.059906,1.36642
Hex1125,5,4,88,0.90766,0.060822,1.36642
Hex1125,5,4,89,0.912696,0.060366,1.36642
Hex1125,5,4,90,0.908865,0.059886,1.36642
Hex1125,5,4,91,0.910386,0.060734,1.36642
Hex1125,5,4,92,0.910621,0.06046,1.36642
Hex1125,5,4,93,0.903778,0.060367,1.36642
Hex1125,5,4,94,0.906123,0.060555,1.36642
Hex1125,5,4,95,0.90648,0.060948,1.36642
Hex1125,5,4,96,0.902365,0.060787,1.36642
Hex1125,5,4,97,0.902811,0.060467,1.36642
Hex1125,5,4,98,0.90245,0.061094,1.36642
Hex1125,5,4,99,0.907324,0.059874,1.36642
Hex1125,5,4,100,0.913252,0.059247,1.36642
Hex1125,5,5,1,0.912184,0.059368,1.36642
Hex1125,5,5,2,0.910457,0.059724,1.36642
Hex1125,5,5,3,0.911508,0.060912,1.36642
Hex1125,5,5,4,0.911312,0.059477,1.36642
Hex1125,5,5,5,0.90704,0.060464,1.36642
Hex1125,5,5,6,0.904268,0.060417,1.36642
Hex1125,5,5,7,0.903431,0.060556,1.36642
Hex1125,5,5,8,0.903292,0.059822,1.36642
Hex1125,5,5,9,0.903106,0.060712,1.36642
Hex1125,5,5,10,0.904685,0.060408,1.36642
Hex1125,5,5,11,0.904056,0.059743,1.36642
Hex1125,5,5,12,0.913068,0.060781,1.36642
Hex1125,5,5,13,0.909705,0.061119,1.36642
Hex1125,5,5,14,0.912938,0.060329,1.36642
Hex1125,5,5,15,0.910366,0.060924,1.36642
Hex1125,5,5,16,0.912611,0.060817,1.36642
Hex1125,5,5,17,0.906015,0.060713,1.36642
Hex1125,5,5,18,0.903785,0.060567,1.36642
Hex1125,5,5,19,0.903021,0.060279,1.36642
Hex1125,5,5,20,0.902134,0.059646,1.36642
Hex1125,5,5,21,0.903148,0.059349,1.36642
Hex1125,5,5,22,0.904886,0.059563,1.36642
Hex1125,5,5,23,0.907205,0.060098,1.36642
Hex1125,5,5,24,0.912694,0.06014,1.36642
Hex1125,5,5,25,0.910724,0.060063,1.36642
Hex1125,5,5,26,0.913589,0.060214,1.36642
Hex1125,5,5,27,0.911617,0.060787,1.36642
Hex1125,5,5,28,0.90771,0.060407,1.36642
Hex1125,5,5,29,0.904946,0.0611,1.36642
Hex1125,5,5,30,0.904225,0.060724,1.36642
Hex1125,5,5,31,0.905456,0.06087,1.36642
Hex1125,5,5,32,0.901368,0.060046,1.36642
Hex1125,5,5,33,0.902592,0.060411,1.36642
Hex1125,5,5,34,0.903116,0.060664,1.36642
Hex1125,5,5,35,0.906742,0.060476,1.36642
Hex1125,5,5,36,0.912317,0.060283,1.36642
Hex1125,5,5,37,0.912424,0.06091,1.36642
Hex1125,5,5,38,0.909646,0.061423,1.36642
Hex1125,5,5,39,0.911451,0.060195,1.36642
Hex1125,5,5,40,0.910014,0.060711,1.36642
Hex1125,5,5,41,0.904415,0.060496,1.36642
Hex1125,5,5,42,0.905537,0.060117,1.36642
Hex1125,5,5,43,0.905342,0.059592,1.36642
Hex1125,5,5,44,0.905148,0.060355,1.36642
Hex1125,5,5,45,0.903626,0.060555,1.36642
Hex1125,5,5,46,0.903237,0.060072,1.36642
Hex1125,5,5,47,0.905818,0.060126,1.36642
Hex1125,5,5,48,0.911029,0.060828,1.36642
Hex1125,5,5,49,0.911489,0.060673,1.36642
Hex1125,5,5,50,0.912322,0.059823,1.36642
Hex1125,5,5,51,0.909563,0.060543,1.36642
Hex1125,5,5,52,0.908955,0.061118,1.36642
Hex1125,5,5,53,0.90418,0.060461,1.36642
Hex1125,5,5,54,0.90389,0.061147,1.36642
Hex1125,5,5,55,0.901874,0.060841,1.36642
Hex1125,5,5,56,0.904187,0.060868,1.36642
Hex1125,5,5,57,0.904547,0.059673,1.36642
Hex1125,5,5,58,0.903837,0.060521,1.36642
Hex1125,5,5,59,0.906076,0.060517,1.36642
Hex1125,5,5,60,0.913893,0.060844,1.36642
Hex1125,5,5,61,0.911433,0.061661,1.36642
Hex1125,5,5,62,0.910455,0.060437,1.36642
Hex1125,5,5,63,0.911166,0.060162,1.36642
Hex1125,5,5,64,0.910301,0.060577,1.36642
Hex1125,5,5,65,0.902465,0.061539,1.36642
Hex1125,5,5,66,0.903741,0.060894,1.36642
Hex1125,5,5,67,0.903109,0.061298,1.36642
Hex1125,5,5,68,0.903639,0.060038,1.36642
Hex1125,5,5,69,0.902552,0.059864,1.36642
Hex1125,5,5,70,0.903334,0.060728,1.36642
Hex1125,5,5,71,0.908242,0.059884,1.36642
Hex1125,5,5,72,0.912274,0.06074,1.36642
Hex1125,5,5,73,0.910655,0.059947,1.36642
Hex1125,5,5,74,0.90943,0.061515,1.36642
Hex1125,5,5,75,0.908951,0.061189,1.36642
Hex1125,5,5,76,0.911518,0.061059,1.36642
Hex1125,5,5,77,0.907353,0.061047,1.36642
Hex1125,5,5,78,0.904015,0.060379,1.36642
Hex1125,5,5,79,0.904539,0.060666,1.36642
Hex1125,5,5,80,0.902789,0.061078,1.36642
Hex1125,5,5,81,0.904358,0.060732,1.36642
Hex1125,5,5,82,0.903371,0.060767,1.36642
Hex1125,5,5,83,0.909058,0.060569,1.36642
Hex1125,5,5,84,0.909088,0.061349,1.36642
Hex1125,5,5,85,0.911281,0.059956,1.36642
Hex1125,5,5,86,0.910196,0.0607,1.36642
Hex1125,5,5,87,0.910911,0.061109,1.36642
Hex1125,5,5,88,0.908321,0.060739,1.36642
Hex1125,5,5,89,0.905582,0.060455,1.36642
Hex1125,5,5,90,0.903191,0.060689,1.36642
Hex1125,5,5,91,0.904349,0.059981,1.36642
Hex1125,5,5,92,0.902948,0.060575,1.36642
Hex1125,5,5,93,0.900881,0.059334,1.36642
Hex1125,5,5,94,0.901332,0.060366,1.36642
Hex1125,5,5,95,0.908755,0.05991,1.36642
Hex1125,5,5,96,0.911238,0.060497,1.36642
Hex1125,5,5,97,0.912518,0.060333,1.36642
Hex1125,5,5,98,0.909421,0.06077,1.36642
Hex1125,5,5,99,0.911568,0.060352,1.36642
Hex1125,5,5,100,0.911145,0.060941,1.36642
Hex1125,5,6,1,0.903819,0.060218,1.36642
Hex1125,5,6,2,0.901605,0.060271,1.36642
Hex1125,5,6,3,0.904919,0.06043,1.36642
Hex1125,5,6,4,0.901774,0.06069,1.36642
Hex1125,5,6,5,0.910031,0.060705,1.36642
Hex1125,5,6,6,0.902636,0.060153,1.36642
Hex1125,5,6,7,0.912397,0.059983,1.36642
Hex1125,5,6,8,0.911642,0.059333,1.36642
Hex1125,5,6,9,0.911118,0.059389,1.36642
Hex1125,5,6,10,0.910844,0.06053,1.36642
Hex1125,5,6,11,0.912451,0.060202,1.36642
Hex1125,5,6,12,0.91015,0.060377,1.36642
Hex1125,5,6,13,0.906317,0.059635,1.36642
Hex1125,5,6,14,0.902143,0.060586,1.36642
Hex1125,5,6,15,0.904977,0.060816,1.36642
Hex1125,5,6,16,0.903354,0.059644,1.36642
Hex1125,5,6,17,0.905604,0.060091,1.36642
Hex1125,5,6,18,0.901551,0.060007,1.36642
Hex1125,5,6,19,0.91184,0.060561,1.36642
Hex1125,5,6,20,0.909426,0.059668,1.36642
